lemmatized,Sentiment
lose hard earn money bad product early iam realme 2 pro user lot hope purchase premium phone realme 2 pro far well 1 heating issue moderated use 2 phone lagging 3 battery drain issue 4 come exposure bad heating issue couldn t accept oneplus suggest well solution rid,Negative
camera bad battery start drain 1 month case hear phone blasting sure research buy product,Negative
time finger print work camera quality good set software problem properly fetch google datum google contact photo complain reapetedly company cooperate,Negative
network go away frequently catch flight mode disable enable sim manually select network airtel user phone face problem solution restart change sim slot change slot work 100 time plus user face network issue check forum decide model,Negative
1 hearing issue 2 camera quality way oneplus 6 t 3 screen brightness par 4 battery performance poor,Negative
poor battery life charge phone 90 discharge 30 min gamingone bad product plus,Negative
battery phone extremely bad mediocre user battery drain fast last 2 2 5 hour screen mode get handset replace thinking particular handset faulty replacement set bad bad model oneplus,Negative
pathetic camera 10 1 scoreoneplus hateonly haptic goodotherwise system useless 0 scorewaste 30000 rupee,Negative
1 heating issue 2 battery drain 3 camera quality charge heating issue bad mobile,Negative
loosing trust oneplus quality people complain phone blast issue worry carry risk pocket,Negative
plus discontiune dialer app contact app sm app google dialer app bad record call automatically give warn record worst allow plus dialer app instal major change adversitement advertie buy phone,Negative
order sale rs 31 841 receive faulty device day request replacement wait day having pay money phone replacement initiate amazon follow day finally get refund terrible experience,Negative
high product defect find amazon responsibility irresponsible shopping site,Negative
camera quality bad original color appear mean red colour appear brown,Negative
goal oneplus sell product s responsibility end device gets damage get fast quick service imagination negligible service center compare number device sell exist service center t serve go construction tell patna service center repair request service offer website slow,Negative
s 12 29 night review right 1 day usage charge phone 10 00 yesterday s 54 use use iphone 8 battery use drain 6 7 pm daily base usage usage 54 battery leave worried 4500 mah battery result phone show processor ram simply unbelievable fan plus nord 2 diplay awesomebattery charge fantasticlook s plus brand upto mark update review 15 day usage review 15 day usage point continue,Negative
camera automatically shutdown video recording ring profile mute modetake long time replace amozon m realy disappoint time switch samsung think wrong design,Negative
volume button stop work 15 day use cheap quality camera battery work like 3000 mah completely disappointed oneplus,Negative
bad phone oneplus,Negative
plusone nord 2 auto rcorder bad like,Negative
fully phone heat battery problem worst mobile,Negative
camera bad performance bad mobile value 15 k ok cheap slow mobiletotally waste money poora,Negative
problem phone neplusnord 2 download new pdf file open blank page open time second time file open correctly screen recording video attach,Negative
disappoint product os big disaster dint feel like plus legendery os merge oppo oxygen os skin add oppo color os audio jack lead notification add parallel app,Negative
s android mobile don t compare op series poor interfaceterrible camerahangauto startheate issuenetwork connectivity issueur data share chinese app u confirmation time phone ur photo location etc suggest u grudge,Negative
1 cheap quality mobile 2 alarm icon display 3 sensor work 4 otg work 5 technician visitedplease don t buy product,Negative
call overhyped oxygen os bug battery drain quickly app clone function workingno default recording facility default music player default video player camera average annoying blue dot party app t remove try download app music video phone show shortage memory 27 gb 128 gb phone ask uninstall party app utterly disappoint,Negative
price ke hisab se achcha phone nahin hai ye kripya phone ko bi na karen bhai karne ke bad bahut dikkat hoga,Negative
ok expectation 1 sunlight display need 60 brightness clear visible 2 think 5000 mah battery model 3 float window option app 4 grey color model not feel corilla glass officially say technology 5 unwanted app not disable not uninstall 6 oneplus dial pad s change,Negative
overheat problem m photo bikaner s true high place usually use cool room s temp go high t touch ear spend 30 k issue make unsatisfie battery get charge 1 hour use 1 day m face overheat problem want money,Negative
honest phone overhype good thing superfast charge decent camera nice uiworst thing fingerprint scanner annoying t tell u irritate fail read thumb 5 10 time overweight 200 gm cover 225 gm cover camera pathetic video stabilization main camera poor real disappointment app face regular bug update theim resolve issue irritate,Negative
expect oneplus bad buy heavy price not buy,Negative
mobile bahut problem hai heating ka mobile bahut jaldi heat hota hai,Negative
sensor work properly record available poor performance,Negative
receive phone today previously plus 6 2 year move nord series phone appealing look camera look decent far 9 r charging superfast undoubtedly recommend phone gaming 2018 19 oneplus use multiple case stop thing find miss phone headphone jack pay rs 30000 pay bluetooth earphone,Negative
camera bad quality,Negative
quality phone hear voice clearly network issue sim card issue purely mobile problem need replacement refund not think oneplus bad quality phone bad experience not know issue oneplus bad quality mobile seller cheat,Negative
watch review buy phone s heat m scared blast,Negative
phone complete rounder disappoint purchase ahead think,Negative
phone ok camera bad heating issue battery fine,Negative
love disappoint term merge oppo bring similar camera interface oppo unwanted permission don t need,Negative
phone peculiar problem whatsapp keep lag lot shut abruptly,Negative
battery backup disappointed glitch camera able menemize iti disappointed oneplus adaptor work ista stock 4 month hell don t knowthey provide adaptor charge phone poor service oneplus buy oneplus device life,Negative
bad battery quality hardly 6 7 hrs go useable m request return order,Negative
purchase nord 2 moble 2 hand set month high hang problem mobilewe raise complaint resolution provide onepulsthey make fooli ll suggest purchase nord 2 fake company fake cell phonei ll zero rat cellphone,Negative
phone heat problem,Negative
verry bad,Negative
day phone heat today call customer care say online check phone test e phone koi default hai return ho ga fraud company phone samsung phone year old phone koi heating problem nai hai phone app download karne ke baad heat ho gya camera quality low heat karta hai return kronahi court case file karta hu ik din understand plus,Negative
phone good quality doubtful phone display break fall nearly 3 foot warranty doesn t cover physical damage pay 8432 new display,Negative
receive nord 2 29 august 6 day review phone average aspect average camera quality majorly camera get clear image blurring charge fast 20 min 100 cause lot heating issue fear read news oneplus nord 2 blast phone heat normal usage ask permission hamper security app work fine smooth fingerprint scanner qr scan take fast exchange realme 2 pro t return phone mazon give refund option prime member bad experience amazon 3 year old phone work well people company say explosion happen external factor guess allow carry oneplus nord 2 pocket cause external issue lastly think wait google pixel 5 instead buy phone don t buy phone,Negative
heavy user avoid buy phone battery guzzler,Negative
battery doesn t long os expect gaming experience bad lagging competitor phone range review place 2 month phone personally compare old phone poco f 1 complete waste money,Negative
1 heating issue 2 battery drain 3 camera quality charge heating issue bad mobile,Negative
hi purchase op nord 2 upgrade year old realme x experience nord 2 bad display bad quality compare smartphone 30 k range realme x display look good nord 2 major highlight camera poor quality near flagship sensor op advertising daylight pic pathetic system update app clone function work able use 2 nd s app account recording function work main requirement work flawless realme x think oneplus fool purchase regret beware op nord 2,Negative
easy migration facility apple android inbuilt feature clone phone work properly small challenge s battery life fast charger solve problem,Negative
phone expect heating charger problem nord 2,Negative
thing phone like 1 bad battery life dude 4500 5000 need 2 blink light notification 3 3 5 mm jack 4 post reboot phone u don t unlock phone notification,Negative
phone plus 7 pretty good phone horrible 12 gb version thing horrible build qualy screen resolution touch camera ui lot bug regret buy m regret phone good time plus user well iphone xr exctra 5 6 k,Negative
phone good quality doubtful phone display break fall nearly 3 foot warranty doesn t cover physical damage pay 8432 new display,Negative
bad phone service pathetic buy 9 day loudspeaker get complaint go near authorise service centre tell phone service centre keep brand new mobile service centre 20 day phone service centre reason spare available mistake buy plus mobile phone service bad,Negative
mobile hang 5 th daysmain screen long timetotally disappointed,Negative
product bad buy want throw money want return 1 week usage start shut automatically continue give service center get 25 day change service center give service center repair buy phone trust ll regret,Negative
recieve damage oneplus nord 2 5 g dent right corner product,Negative
phone lag lot,Negative
plus nord 2 bad heating issue heat bad travel regular sun heat 10 min video recording break charge trust burst complain see heat dat extent actually sell phone loss ok 6 k m ok loss thn d fear bursting,Negative
huge expectation camera seriously disappointed camera quality,Negative
time choose plus finally disappoint phone battery drain fast camera mark well choose phone don t believe rating bad video execute night time heating issue start week buy nord 2 not waste money purchase u feel regret like,Negative
issuecall recording duration available record audio alert receive send person,Negative
bad battery life time charge phone m disappointed,Negative
owner oneplus device fail live promise new 12 gb nord 2 slow 4 year old oneplus 5 disappoint,Negative
battery backup low don t expect type quality plus phone disappointed buy phone,Negative
waste product not work 9 day lose money time service centre lot time repair 5 day don t product good board complaint oneplus service centre 25 day don t board available lose money bad service disappointed service oneplus,Negative
nice phn overprice choice buy nord 2 come bug irritate camera stop automatically 5 6 photo click,Negative
nord phone camera battery good phone network problem place mi phone well network run internet fast nord 2 network signal work network properly accord network wise suggest phone network phone useless,Negative
battery life pathetic inspite stop app battery drain like hell don t know oneplus team test phone,Negative
use get phone price poco c 3 8 k perform well phone refresh rate s reduce battery performance damn slow normal 60 hz phone,Negative
don t buy phone nord 2 fire exploisson newz try contact plus time didn t connect single time 3 rd class service heat issue normal usage game don t risk buying phone,Negative
30 battery mobile start heat lot normal usage game heating issue start color accurate camera shot amole screen color great compare 18000 phone overall experience mobile bad,Negative
fingerprint work ask password speak come lift camera quality bad,Negative
touch work properly camera quality poor phone lot issue 1 touch censer 2 normal android phone update 3 camera quality 4 worth money 5 battery problem 6 history show property bad experience phone lose money,Negative
5 t change 12 gb 256 gb major issue face android auto getting connect car connectivity 5 t ease issue handset switch mobile datum automatically wifi connectivity disable wifi manually mobile datum gets connect irritate,Negative
plus phone hang plus 5 t hang 4 year disadvantage phone hang battery drain issue occur don t think need purchase new phone purpose buy daughter online class covid 19,Negative
nord 2 series have issue mobile have battery software issue charge problem waste money lag issue mobile company didn t appropriate response,Negative
bad service amazon replacement provide nord 2 have manufacturing defect careful purchase,Negative
phone get hot phone defect blue tooth work oly,Negative
4 day charger stop work amazon replace unit return product happen 6 day come amazon phone,Negative
battery phone extremely bad mediocre user battery drain fast last 2 2 5 hour screen mode get handset replace thinking particular handset faulty replacement set bad bad model oneplus,Negative
bad mobile,Negative
1 month use regret daily buy phone 1 month itne bar hang hua h phone battery iska worst h abi tk ka itna jldi drain hota h,Negative
wrong mobile handset defective,Negative
play pubg game struck heating issue camera quality ok,Negative
hang automatic app exit heating problem,Negative
lot software bug actually make usage phone irritate 1 camera get stuck time especially night mode restart phone 2 make video call phone irritate 5 10 min get hang automatically 3 app getting close automatically 4 camera great hope oneplus get fix soon software update mean expect phone cost 30 k,Negative
display good camera average speaker quality everage gamer t measure performance definitely give bad battery performance give 3 4 hour sreen time charge battery 30 35 mmonute overall disappointed,Negative
observe lot bug app crash suddenly feature don t work insane price,Negative
battery life bad,Negative
disappointed phone price extremely high 30 k quality wise bad phone heat like hell battery drain 4 hrs buy phone market extremely sad lose 30 k cheap phone happy phone real 3 pro suggest don t buy phone real brand quit good quality camera,Negative
4 k 0 fps video shoot,Negative
4 5 month big problem hang s app video call talk photo submit service center problem solve,Negative
mobile give problem boot battery related issue go service center repair mobile,Negative
budget restriction undoubtedly oneplus oneplus nord w r t user interface apart thatbattery life 5 look 5 leather camera 5,Negative
notup mark software lot bug heating issue unable clone phone screen page automatically close bad broduct worth buy,Negative
poor battery quality network problem highly disappointed,Negative
purchase nord 2 moble 2 hand set month high hang problem mobilewe raise complaint resolution provide onepulsthey make fooli ll suggest purchase nord 2 fake company fake cell phonei ll zero rat cellphone,Negative
face lock work box pack properly network issue bad mobile oneplus noad 2,Negative
class product class amazon service don t buy bakwa product heating problem return policy reply product amazon service provider cheat customer cashback display 1000 cashback,Negative
selfie camera poor quality 4 k video 60 fpsnot wide secreen,Negative
lag issue phone buy 12 gb ram t work 3 app background,Negative
overheat issue return phone s month haven t get refund everytime customer executive false commitment piss allof s return refund policy 2 3 day today s month go legal action guy,Negative
buy fond selfie nord 2 selfie camera terrible m regret buy,Negative
battery backup bad itz 4500 mah doesnot provide capacity request oneplus plzzz update solve problem,Negative
frankly speak waste 30 k rs camera main requirement phone rare camera picture ok video quality selfie indoor condition bad video stability horrible m cry buy phone bette ph rupee 20 k 10 k save,Negative
bad battery life go 100 60 percent 2 hour average internet usage,Negative
4 day charger stop work amazon replace unit return product happen 6 day come amazon phone,Negative
battery problem drain early expect,Negative
magnificent look disappointed camera sharp edge detection value money,Negative
find talk couldn t use mobile don t know talk got activate didn t t delete day mobile catch fire s absolutely dangerous send message 7 day want return mobile amazon respond,Negative
horrible hanging like 2 gb ram phone m go return product totally disappoint plus bad experience,Negative
pathetic experience plus,Negative
poor plue heating issuse battery charge,Negative
m afraid phone explode,Negative
mobile heat 46 48 degree instead eligible replacement return get extremely bad response amazon customer care guy replacement procedure amazon ask perform performance test blancco app test got fail didn t consider ask retest tell t replace return device work fine have bad heating connectivity battery drainage issue refuse return replace,Negative
battery bug annoying pls fix replace device,Negative
camera bad,Negative
megha fixel count ram count specification actually work specication mention camera perfection equivolent 2 mp ram max 4 gb equivolent brand bad mobile don t buy china material like china,Negative
look feature ok phone gets heat quickly switch s record call fly battery gets drain quickly bad battery backup overall performance upto mark disappoint,Negative
battery life bad camera realy poor network issue blutooth connection bad lag hang call touch isn t good waste money well forsamsung,Negative
hopeless,Negative
music quality poor heat charge,Negative
rear camera comendabledisplay quality choicableall sensor finemake quality goodoverall costly premium,Negative
oneplus make fool s day day yes wana purchase sure definitely feel didn t right choice becoz parameter bad experience like camera bad bad like redmi hang feel sad bad phone oneplus,Negative
plz plz plz don t buy phone 1 month phone plus make fool use plus 5 phone feel plus feel oppo vivo phone google dailaer slow slow refresh rate poor battery backup poor screen hang problem phone excessive heat plus bad phone plus give software oppo vivo phone buy 30000 rs buy oppo vivo phone 15 20 k function n quality bad slow phone poor refresh rate,Negative
phon hang call screen go black screen able cut heating little well choose relame phone vivo plus nord lose touch ui m sure plus phone hype phone gud price segment,Negative
quality phone hear voice clearly network issue sim card issue purely mobile problem need replacement refund not think oneplus bad quality phone bad experience not know issue oneplus bad quality mobile seller cheat,Negative
unhappy product,Negative
bad experience moment receive mobile hang slow initial startup device work properly restart time automatically app clone work app mobile mention app clone doesn t show clone normal whatsapp chat drive backup work old whatsapp backup go bad bad experience oneplus,Negative
ve oneplus 3 3 year ve upgrade reno 2 oneplus lover s come oneplus family 2 year frankly speak m disappointed performance phone hang s slow start happen day 1 m impressed wjth battery life charge speed m sad overall performance heating badly play game,Negative
1 5 outof 5 build quality design main camera processing speed night mode selfie 65 walt charge 2 5 outof 4 display 3 5 3 battery life ultra wild photo 4 didn t notice lag heating issue,Negative
sim problem voice,Negative
prossuper fastbeautiful color crisp displayawesome night photosconscamera put fake color sunlightin normal light condition contrast exceedscamera hang continuous 5 min sofingerprint take 2 second identifyoverallif buy camera plus option betterif buy gaming expect sporadic phone crashesif want buy normal use cheap well alternate available,Negative
want bad product launch 1 plus,Negative
hiiam disappointed worried nee mobile plus hearing news mobile explode call like want exchange mobile brand value u offer price issue link life threaten matter consider request thank,Negative
camera bad,Negative
bad service amazon replacement provide nord 2 have manufacturing defect careful purchase,Negative
7 28 receive yesterday impression look feel great wait review not try camera move pixel 5 purely sake google provide dual app esim option thing go south 1 mobile heat bit datum transfer plus switch app 2 vlc gallery keep crash video stop middle close gallery crash scroll picture 3 thing hard find sure camera need permission let open 4 come update today morning hit app cloner fb insta wa mobile able reinstall pick like half bake product lack testing roll market test user product overall okay plus device bit let start wait soon issue sort update 7 31 app cloner show app app continue crash camera whatsapp youtuebe spotify shuttle ruin android auto sure list long one try today s pathetic,Negative
phone bring month oct 21 m satisfy phone phone bcoz site play game s get hang suddenly stop work camera quality proper click photo get zoom getting fade normal phone early have redmi note 5 pro exllecent phone term camera work accessibility price etc plz don t buy phone s waste money seriously ask replacement refund customer service entertain issue buy oneplus give high customer satisfaction,Negative
plus 6 processor beat meditek 1200 easily heat easily small application hot think heavy application burst easily experience replace 2 wice handset disappointment plus,Negative
frankly speak waste 30 k rs camera main requirement phone rare camera picture ok video quality selfie indoor condition bad video stability horrible m cry buy phone bette ph rupee 20 k 10 k save,Negative
software problem mx player whatsapp gallery tube app notice 12 second app close automatically need reopen 12 second instal app update app download image error massage state storage need remove unused app purchase 128 gb internal storage 110 gb free storage hange problem,Negative
phone overheat temperature high slow mo camera quality poor detail camera average touch screen miss touch flip display sound good,Negative
bring smartphone camera oxygen os wrost mistake merger colour os smartphone name bugged smartphone,Negative
bad product see solw process camera quality bad important think s heating problem nd u buy unable return exchange c amazon new return policy don t buy,Negative
camera result colour disappointing colour look unrealistic software doesn t process selfie photo software integrate new mediatek processor upgrade phone feel premium hand,Negative
nice phone 30 k heat charge phone gets heat badly 20 30 minute usage bad,Negative
month purchase mobile bad dream come true purchase mobile 12 gb ram face lag issue normal day day operation surprise impossible use phone usage similar unfer 10 k samsung phone take huse time respond app command feed lodge complaint ceo plus china nd inda twitter complaint nch complaint disappointed performance mobile s strong suggestion ignore purchase opt brand,Negative
bad experience bad phone plus nord 2 excessive heating lot s bug hang problem response bad oneplus company pl pls don t plus nord 2 phone u waste money 0 ne plus 30 k,Negative
bad camera 8 mp camera well performance good screen flickering observe certain time disappointed oneplus replacement issue new mobile,Negative
plus nord 2 bad heating issue heat bad travel regular sun heat 10 min video recording break charge trust burst complain see heat dat extent actually sell phone loss ok 6 k m ok loss thn d fear bursting,Negative
face issue slow motion video good shaky flash light record slow mo video pathetic quality want ask nord 2 defect defect piece receive,Negative
dislike ongoing hold battery life average enable wire headphoneslike camera fast chargingwith price well,Negative
receive damage product scratch side screen flickering issue play video hdr expect kind quality oneplus atleast dissatisfied product,Negative
pro charge damn fast get 20 100 15 20 minute last day camera lagcon ui game brand like oneplus expect high oppo buckle revert oxygen well,Negative
neplus shame product don t fool customer oneplus nord 2 build quality cheap kind product price 7 k 8 k buyer think suppose buy oneplus phone think 100 time,Negative
bad product disappointed dial receive mobile battery drain 50 5 6 hour video time video audio run plus check variant amazon refund money 2,Negative
battery issue week usage take 1 hour 30 min charge damn thing early 35 min,Negative
sound miss come calldonot byevoice problemvoice miss,Negative
phone complete rounder disappoint purchase ahead think,Negative
phone complete rounder disappoint purchase ahead think,Negative
phone worthless time phone go hang big mistake purchase costly phone unfortunately performance vey poor replace phone,Negative
honest phone overhype good thing superfast charge decent camera nice uiworst thing fingerprint scanner annoying t tell u irritate fail read thumb 5 10 time overweight 200 gm cover 225 gm cover camera pathetic video stabilization main camera poor real disappointment app face regular bug update theim resolve issue irritate,Negative
heating problem think plus ko yeh replace krna ya update krna chahiye,Negative
didn t see theese type battery performance 5 6 hrs come charge m fully charge m disappointed product bad product disappointed dial receive mobile battery drain 50 5 6 hour video time video audio run plus check variant amazon refund money,Negative
pls don t purchase phone bad camera quality like 8 mp bad phone waste money,Negative
great hand fill look premium butafter 2 day usage apply return camera crash time 3 4 min use open dual mode pano mode phone gets hang close camera open get close hit like hell plus bad experience want return phone regreate choose samsung,Negative
unhappy product,Negative
write review 2 month early realme u 1 seriously phone way well phone 3 time costly write review comparison early phone pro 1 phone look premium 2 warp charger fast awesomecon 1 selfie suck quality utterly bad bad bad 2 phone heavy slippery not chat long 3 finger print reader laggy work properly,Negative
1 st thing purchase primeday sale receive 28 th july happy day disappointing heating issue battery drae fastly os miss oxygen os experience expected mix colour os bad thing hard setting don t waste ur money mobile,Negative
don t buy phone nord 2 fire exploisson newz try contact plus time didn t connect single time 3 rd class service heat issue normal usage game don t risk buying phone,Negative
camera bad 50 magapixel like 5 mega camera user buy mobile value money,Negative
bad camera quality bad finger print sensor open s fingerprint battery drain like instal app major issue heating bad experience,Negative
disappointed wast money,Negative
purchase nord 2 moble 2 hand set month high hang problem mobilewe raise complaint resolution provide onepulsthey make fooli ll suggest purchase nord 2 fake company fake cell phonei ll zero rat cellphone,Negative
sensor work properly record available poor performance,Negative
incident phone blasting pocket charge scary carry phone pocket plus unit refund people urge people buy phone,Negative
waste money brand pathetic disappointing,Negative
mobile getting switch automatically plus 5 year product annoying,Negative
highly disappointed camera,Negative
lack battery life device heating problem smooth,Negative
battery zero charge 20 minute battery life 20 minute disappointed phone,Negative
battery backup bad itz 4500 mah doesnot provide capacity request oneplus plzzz update solve problem,Negative
phone 25 day face lag phone scroll instagr phone show icon blinking auto operation normal long,Negative
issue problem okay 1 month,Negative
disappointed 1 st phone issue replace phone come problem,Negative
see blast incident plus nord 2 scare use phonei want return phone plus amazon work phone plus recall investigate nord 2 phone blast,Negative
heating issue heat charge camera ok battery backup bad recent update bad,Negative
dropping problem persist fix asap review 2 week colour blue haze size 12 gb ram 256 gb storagemajor drawbk 1 dropping problem huge call automatically cut 2 call show mobile switch mamy time 3 battery life drain fast 4 camera quality update update,Negative
oneplus nord 2 user nd phone 2 month satisfied phone hanging problem nd lag time camera quality bad event 50 mega pixel half n hour gameplay heat pls not buy totally wastage money,Negative
screen flickering issue open app battery drain fast camera quality price segment 30 k application minimisation properly work disappointed phone 30 k,Negative
phone observe screen go blurry,Negative
waste money damage product deliver 30 day phone totally respond s dead recommend buy,Negative
battery major problem drain fast device 10 th oct 21 2 day go start drain device 6 7 hrs find drop 40 50 doesn t worth buy u charge twice day problem friend nord 2 replacement refund continue 2 day new issue oneplus 8 t device,Negative
bad experience set defect s volume key work automatic time think future purchase plus product suggest purchase plus,Negative
battery life bad,Negative
oneplus regret buying app get auto close crash go service center complaint nord 2 software issue,Negative
bad productwhenever use mobile device near feel dizziness heartsink use device feel normal problem device mobile returnw money,Negative
product quality poor share large file mobile aromatic hang,Negative
recive phone charger amazon team say inspection find issue product pathetic show vedio product opening action,Negative
pathetic phone battery drain 4 hrs heavy usage don t buy useless product case turn black 5 day usage waste moneythe news blast phone circulate market believe total waste time money,Negative
phone build quality horrible expect plus glass fragile cover deliver phone glass shatter put table fragile build quality expect plus waste money,Negative
comera poor make thing black color face dark lot bug mobile proximity sensor light sensor fast new processor fast old,Negative
phone hang opening whatsapp notification window screen hangs call wifi pathetic receiver able hear clearly 6 gb 6 t perform well 8 gb external speaker volume desire remove phone ear look screen need juggle live overall disappointed,Negative
bad phone poor camera phone switch frequentlyheat quickly,Negative
oneplus nord 2 user nd phone 2 month satisfied phone hanging problem nd lag time camera quality bad event 50 mega pixel half n hour gameplay heat pls not buy totally wastage money,Negative
good video stop unfortunately multimedia experience quiet bad,Negative
open camera automatically close bad want plus fix,Negative
bad mobile 30 k budget s perform 15 k mobile donot bad mobile don t waste valuable penny,Negative
big oneplus purpose sell phone sale service zero month ve give new phone repair response disgusting pathetic company want harassment life recommend avoid buy product oneplus big,Negative
purchase item 10 day beforr suddenly oneplus charger adapter stop work damage oneplus fool people sell bad quality product nord phone highly disappointed plus launch nord quality t maintain,Negative
touch work properly camera quality poor phone lot issue 1 touch censer 2 normal android phone update 3 camera quality 4 worth money 5 battery problem 6 history show property bad experience phone lose money,Negative
bad phone heating reason not play game want return battery drain fast backup 2 3 hour plz amazon help 30000 waste s 24 hour old realme narzo well,Negative
camera bad mean bad think fix issue update rest good,Negative
bad service amazon replacement provide nord 2 have manufacturing defect careful purchase,Negative
budget oneplus nail spec performance fast battery last day half camera quality pretty good budget m face software issue believe ll iron later iteration oxygen color os edit change rating 5 3 star terrible software release completely uncooked night mode camera take blurry photo point incorporate ois keyboard location mistouch prevention doesn t work t delete pre instal google app oneplus message caller app well reason time phone say sim s roaming activate reality isn t s toggle setting bug wait update oneplus fix recent update hasn t change,Negative
wrong product receive,Negative
camera quality like 13 mp camera clarity shot resolution bad grain face unlock fast work mask camera work say sd card error sd card slotbattery charge 40 min drain 8 hrs heavy usageapp run close automatically second u open pubg show logo close automatically amazon flipkart gallery camera close automatically ur click save app problem contact oneplus say clear cache bug phone sound realistic camera bad worthy 30 k smoothness photo,Negative
dera mobile buyer don t buy mobile phone s true review m feel bad selection mobile month mobile start problem hang work properly customer service bad pls don t buy product,Negative
time buy oneplus brand year samsung disappoint nord 2 12 gb battery drain fast guy don t buy waste money,Negative
new mobile device buy time 10 min work mobile phone automatically switch work switch problem company symbol heating problem,Negative
mark brand quality oneplus hear couple phone blast regretting purchase nord 2 buy iphone add,Negative
battery backup bad itz 4500 mah doesnot provide capacity request oneplus plzzz update solve problem,Negative
intarnet contact problem,Negative
heating issue charge camera hotspot feel uncomfortable expectation feel bad talerate heating issue,Negative
heat problem expect type msg hang charger fast show royal mobile problem suffer heat,Negative
plz amazon oneplus solve battery issue battery drain fast big problem battery drain plz slove slove face big problem market market fast,Negative
bad service amazon replacement provide nord 2 have manufacturing defect careful purchase,Negative
main thing phone processer hang slow compare sd price sd processer phone fare well junk box dam waste money,Negative
product okay service bad believe buy product get service buy product unreliable,Negative
purchase 1 st day auto update device update problem device 12 day charge device heat display go black incoming ring response display disappointed nord 2,Negative
bad phone heating issue 10 15 minut gaming suggest buy phone wast money,Negative
seriously didn t expect oneplus oneplus nord 2 bad performance camera pixel disappoint,Negative
disappointed nord 2 device fail achieve actual expectation plus mind brand value especially camera compare price regardless device need optimisation,Negative
mobile getting switch automatically plus 5 year product annoying,Negative
take mobile find battery drain fast hardly give 4 hour time browsing disappointed battery camera quality plz don t buy mobile,Negative
battery upto mark heating problem,Negative
new phone hang problem firt day,Negative
order sale rs 31 841 receive faulty device day request replacement wait day having pay money phone replacement initiate amazon follow day finally get refund terrible experience,Negative
nord phone camera battery good phone network problem place mi phone well network run internet fast nord 2 network signal work network properly accord network wise suggest phone network phone useless,Negative
bad phone everno recordingvideo problemvoice recording problemi m disappointed timeafter month use,Negative
software problem mx player whatsapp gallery tube app notice 12 second app close automatically need reopen 12 second instal app update app download image error massage state storage need remove unused app purchase 128 gb internal storage 110 gb free storage hange problem,Negative
purchase oneplus buy high expectation phone meet basic feature fingerprint censor replacement take time,Negative
battery bad,Negative
unworthy,Negative
battery backup bad oneplus phone experience pathetic,Negative
ghatiya phon hai 35000 rs barbad ho gaye app clone work hdr 10 work display ghatiya 800 nit ott platform par hd video nahi chalte bhi bahut problem hai m buy plus phone,Negative
phone good quality doubtful phone display break fall nearly 3 foot warranty doesn t cover physical damage pay 8432 new display,Negative
play pubg game struck heating issue camera quality ok,Negative
expect plus phone software bug report phone blast get scary use phone,Negative
phone get hot phone defect blue tooth work oly,Negative
dislike charger heat mobile heat,Negative
notup mark software lot bug heating issue unable clone phone screen page automatically close bad broduct worth buy,Negative
lot software bug actually make usage phone irritate 1 camera get stuck time especially night mode restart phone 2 make video call phone irritate 5 10 min get hang automatically 3 app getting close automatically 4 camera great hope oneplus get fix soon software update mean expect phone cost 30 k,Negative
take mobile find battery drain fast hardly give 4 hour time browsing disappointed battery camera quality plz don t buy mobile,Negative
nord 2 class phone poor sound quality natwork problem,Negative
camera work properly slow processing speed click pic issue heating issue make video call etc overall waste mony,Negative
ridiculous experience phone come dent didn t expect amazon seller,Negative
see blast incident plus nord 2 scare use phonei want return phone plus amazon work phone plus recall investigate nord 2 phone blast,Negative
s disgusting face problem charge charge fast time take nearly 2 hour think pay 30 k rubbish product selfie camera work properly,Negative
poor phone good phone bad phone buy phone 50 megapixel camera win t suggest don t buy phone phone camera quality bad think ok megapixel camera beta s 50 megapixel camera company cheat,Negative
bad phone heating issue 10 15 minut gaming suggest buy phone wast money,Negative
camera bad quality,Negative
bad segment plus till date buy nord 2 month august 2021 literally cry waste money handset trust plus order handset amazon b,Negative
1 2 jio sim work time 2 server unreachable error time emergency call 3 recording announcement defeat purpose record 4 record app work phone 5 google dialer bad dialer work 6 google message app disaster overall 1 10 huge waste money,Negative
pro worried battery life month use datum load add phone heating issue see minimal use worry,Negative
isse ghatiya phone maine apne life main use nahi kiya hai bahoot hang hota hai restart ho jata hai maine amazon main kiya tha koi respond nahi mila bolte hai return nahi hoga pr replace krne k liye bhi bhut drame kar rhe hai bad amazon,Negative
look mobile reboot mode not understand seal unit condition oneplus amazon sell brother accept return emergency fare amazon sell way,Negative
confuse lot negative review social medium nord 2 s battery let honest issue 2 month plus follow legacy nord 2,Negative
app crash memmory issue time say memory screen flicker ask plus replace phone pathetic service say replacement phone minimum 15 day,Negative
bad phone heating bettery drain fast money fully weste purchase phone need return phone,Negative
ridiculous experience phone come dent didn t expect amazon seller,Negative
ridiculous experience phone come dent didn t expect amazon seller,Negative
overall experience bad month finally today sell 25 k irritate performanc time check fb insta app s show blank reel video s share image show bluetooth app 5 icon fb 4 icon app multiple time eeeeee irritate 30 k price expect bad phone oneplus purchase 3 phone phone have problem use app suddenly stop need open feel like oppo mi phone expect like oneplus try call sudden hang time go hang mode need clear start scratch don t buy s waste money price nice option oneplus brand s totally bad,Negative
expect phone superior 6 t camera quality pathetic charging slow 6 t mistake buy phone,Negative
stand batfery consumption 10 ie 2 drain hour not use pathetic experience,Negative
