lemmatized,Sentiment
4960,2 day s start lag phone 30 minute try replace phone replacement option work finally return bad experience oneplus amazon service,0
4961,firstly hear lot oneplus oneplus 6 t fab buy 24 hrs use feel s s wastebattery gets drain 50 2 4 hrs game app entertainment appsfingerprint reader doesn t detect easily frustratingcompletely disappoint,0
4962,bad phone plus zero rating,0
4963,phone good 15 20 day exchange service amazon bad suggest amazon stop exchange offer doesn t want fool people don t come mode reject exchange product,0
4964,battery backup low don t expect type quality plus phone disappointed buy phone,0
4965,phone get hot phone defect blue tooth work oly,0
4966,heating issue charge camera hotspot feel uncomfortable expectation feel bad talerate heating issue,0
4967,1 bettary drain essu 2 ois hone ke bad bhi shakey picture 3 night mode zero work isse achha 15 18 k tak ke mobile de dete hai 4 frant camera bilkul ghatia 5 overall phone bilkul achha nhi lgajitna paise popular krne m lgaye usse achha kuchh cheeje achhi de dete achha hotamujhe lag rha dosto mere 30000 rupay bekar ho gaye bhae tum log ye glti n karo,0
4968,network problem dropping buy mobile waste money,0
4969,ve oneplus 3 3 year ve upgrade reno 2 oneplus lover s come oneplus family 2 year frankly speak m disappointed performance phone hang s slow start happen day 1 m impressed wjth battery life charge speed m sad overall performance heating badly play game,0
4970,issue problem okay 1 month,0
4971,touch problem proper battery backup laggy,0
4972,battery backup bad itz 4500 mah doesnot provide capacity request oneplus plzzz update solve problem,0
4973,average phone battery performance bad dissatisfied buy nord 2 s battery backup stay tilll evening 3 00 pm 4 00 pm charge morning 6 7,0
4974,return product mobile come manufacturing defect call voice automatically stop cut call phone return check aspect amazon take refund,0
4975,camera bad mean bad think fix issue update rest good,0
4976,camera quality average friend camera poor low quality,0
4977,low quality product phone use time video shooting time 3 min phone heavy heating problem,0
4978,color product dark color show description day delivery ask return replace item bluntly refuse bad experience plus give star option totally unhappy unsatisfie,0
4979,bad phone don t buy poor battery signal waste money heating problem,0
4980,pathetic phone battery drain 4 hrs heavy usage don t buy useless product case turn black 5 day usage waste moneythe news blast phone circulate market believe total waste time money,0
4981,receive damaged piece,0
4982,bad phone don t buy donate money welfare fundlow quality don t buy sincerely request,0
4983,12 day device work slow want replce devicei worry brand bcoz s plushere request oneplus team kindly look matterwaiting revert oneplus team,0
4984,poor battery life stay ju half day camera quality pathetic like 5 k rs phone appeal additional feature early phone disappointing,0
4985,click picture video call phone heat time thing phone automatically heat bad product,0
4986,face shutter lag camera poor audio quality bluetooth device pathetic purchase,0
4987,camera quality average friend camera poor low quality,0
4988,plz plz plz don t buy phone 1 month phone plus make fool use plus 5 phone feel plus feel oppo vivo phone google dailaer slow slow refresh rate poor battery backup poor screen hang problem phone excessive heat plus bad phone plus give software oppo vivo phone buy 30000 rs buy oppo vivo phone 15 20 k function n quality bad slow phone poor refresh rate,0
4989,phone speaker bad play music movie speaker loud quality speaker panel vibrate t hold phone watch movie not pocket list music vibrate like chaina local speaker observe heating issue update heating issue camera bad 16 mp camara far well buy 35 k phone feel like premium phone disspointed,0
4990,poor battery quality network problem highly disappointed,0
4991,charge mobile get shock 3 time m 7 day disappoint try return post technician visit decide bad,0
4992,receive damaged piece,0
4993,camera bad,0
4994,disappoint day 1 app say storage find camera switch time download image sapp give permission take 10 attempt attach picture review evertime attach file app crash go replacement doesn t resolve day,0
4995,fan plus opinion acquaintance buy phone go aaple s phone friend say plus mobile phone aaple s phone man take phone take phone upset time take charger time fear use battery phone run battery last 4 hour s opinion buy phone company advice buy district manager siddharthnagar district government india company work digital india project government india file case cheat company,0
4996,don t buy bad phone low quality phone see battery backup good pathetic phone operating slow,0
4997,s disgusting face problem charge charge fast time take nearly 2 hour think pay 30 k rubbish product selfie camera work properly,0
4998,primarily want phone doesn t heat 15 20 min video notice phone getting heat dissatisfied product,0
4999,great hand fill look premium butafter 2 day usage apply return camera crash time 3 4 min use open dual mode pano mode phone gets hang close camera open get close hit like hell plus bad experience want return phone regreate choose samsung,0
5000,dera mobile buyer don t buy mobile phone s true review m feel bad selection mobile month mobile start problem hang work properly customer service bad pls don t buy product,0
5001,bad mobile 30 k unworthy don t bye sensor poor camare quality zero don t waste money don t bye,0
5002,nord s selfie camera bad ve see s waste don t problem phone selfie camera issue thing need fix asap nokia phone far well selfie camera nord 2 disgrace phone like oneplus camera like yes bit heating issue thing worried oneplus care customer fix,0
5003,plus discontiune dialer app contact app sm app google dialer app bad record call automatically give warn record worst allow plus dialer app instal major change adversitement advertie buy phone,0
5004,dera mobile buyer don t buy mobile phone s true review m feel bad selection mobile month mobile start problem hang work properly customer service bad pls don t buy product,0
5005,nord 2 amole display dull compare lcd display nokia 8 1 get warm normal usage,0
5006,15 day phone gets hang screen dark work phone heating issue feel camera issue picture come blur little disappointing consider oneplus brand prefer iphone get disappointment t return return window close,0
5007,hit issue s bad experience buy,0
5008,phote heat sudeenly extend feel burn sensation phone software smooth lag specially want pick literally tap phone twice thrice phone battery worry need frequent feeding review genuine post trust,0
5009,bad phone service pathetic buy 9 day loudspeaker get complaint go near authorise service centre tell phone service centre keep brand new mobile service centre 20 day phone service centre reason spare available mistake buy plus mobile phone service bad,0
5010,bad service amazon replacement provide nord 2 have manufacturing defect careful purchase,0
5011,issue problem okay 1 month,0
5012,buy sister law s new screen getting hang audio come battery get quickly opt return arrange inspection service come month struggle take return settle entire,0
5013,s selfie camera bad come ok satisfied,0
5014,battery backup disappointed glitch camera able menemize iti disappointed oneplus adaptor work ista stock 4 month hell don t knowthey provide adaptor charge phone poor service oneplus buy oneplus device life,0
5015,battery bad,0
5016,order oneplus nord 2 s 2 week phone experience bad flagship issue get follow 1 heating issue 2 battery drain fast usage 3 lag problem order 12 ram veriant seriously guy old phone 6 gb ram compair phone run smoothly 4 get call phone screen freeze restart buy product barnd disappointed oneplus product,0
5017,camera quality like 13 mp camera clarity shot resolution bad grain face unlock fast work mask camera work say sd card error sd card slotbattery charge 40 min drain 8 hrs heavy usageapp run close automatically second u open pubg show logo close automatically amazon flipkart gallery camera close automatically ur click save app problem contact oneplus say clear cache bug phone sound realistic camera bad worthy 30 k smoothness photo,0
5018,phone explode m afraid close plan buy pls choose,0
5019,1 hearing issue 2 camera quality way oneplus 6 t 3 screen brightness par 4 battery performance poor,0
5020,bad phone plus break trust bahot hang hota h phone play pubg screen lack ho rha hain not aisa lg rha h 2 gb ram vala phone use kr rha hu genuine review 2 month dnt buy total waste money,0
5021,phone get heat lot bad s brand like 1 plus phone good compare 1 plus nord 2 disappointed phone display bad camera bad suggestion don t buy phone,0
5022,say failer model see model blast video pay 30 k pay extra 5 k u replace reno plus 9 r,0
5023,phone perform basic functionality s call phone bad network reception sure get defective piece post futher update raise replacement,0
5024,get broken device surprised box damage handling bad,0
5025,phone have heating issue disappointing oneplus replace,0
5026,not buy camera centric person bad camera selfie lena chhor doge agr khrid lia,0
5027,mark brand quality oneplus hear couple phone blast regretting purchase nord 2 buy iphone add,0
5028,user opening simtray simtray hard eject feel lot drag friction open simtray not open tray smooth press pin,0
5029,bad service amazon replacement provide nord 2 have manufacturing defect careful purchase,0
5030,time phone hang frequently open camera camera open restart phone face type problem past experience plus,0
5031,purchase 30 k software bug phone like notification expect oneplus nord dent image badly,0
5032,battery poor model remain feature cool,0
5033,bad experience bad phone plus nord 2 excessive heating lot s bug hang problem response bad oneplus company pl pls don t plus nord 2 phone u waste money 0 ne plus 30 k,0
5034,write review 1 day usage s experience phone 1 st phone 1 try start phone 1 st time kindaa stick bootloader 10 minute restart 3 4 time think 1 provide glitche phone afterall start screen time get 6 hrs 20 battery remain phone 90 fps internet time phone heat upto 45 play bgmi wide angle camera suck camera upto mark,0
5035,bad phone poor camera phone switch frequentlyheat quickly,0
5036,face issue slow motion video good shaky flash light record slow mo video pathetic quality want ask nord 2 defect defect piece receive,0
5037,plus 3 t 5 6 t 7 headphns oneplus hd bad experience tym order 8 gb 128 rom clone datum 33 gb 128 gb phn hang start blink application work display screen visit service team plus hve d prblm bad experience disappointing,0
5038,hanging issue camera issue fingerprint issue heating issuedon t buy nord 2 range 29999 s bad,0
5039,big oneplus purpose sell phone sale service zero month ve give new phone repair response disgusting pathetic company want harassment life recommend avoid buy product oneplus big,0
5040,bad phone see don t buy phone phone restart automatically phone heat charge sim signal come switching speaker happen phone use,0
5041,bad camera sony cam unbelievable bad fingerprint sensor slow good thing fast charge charge fastly,0
5042,fully phone heat battery problem worst mobile,0
5043,choose return option fingerprint sensor work 16 11 2021 say technician come 18 11 2021 solve problem come date replacement end soon pathetic response replace phone immediately,0
5044,keep regular thing let straight come issue lot software crash frequently s annoying phone discharge fast compare specification bad thing display doesn t work properly fingerprint sensor doesn t work fast,0
5045,bad phone heating reason not play game want return battery drain fast backup 2 3 hour plz amazon help 30000 waste s 24 hour old realme narzo well,0
5046,frustrated service provide call service operator problem rectify till aren t able replace return item don t buy product 15 day complete replacement till replace mobile,0
5047,awsm cool phone amazon delivery service poor m disappoint time amazone 1,0
5048,s bad,0
5049,phone absolutely nice thing bother operating system not onepluss oxygen os oppos colour os plus increase battery capacity upcoming phone little bit use 90 hz high refresh rate worry battery life,0
5050,overall phone good find software issue camera app camera app fail load restart phone camera app working try clear datum camera force stop app fail load find random photo got click 648 x 864 resolution camera info miss photo,0
5051,keep regular thing let straight come issue lot software crash frequently s annoying phone discharge fast compare specification bad thing display doesn t work properly fingerprint sensor doesn t work fast,0
5052,dislike hang heating problem proper application define word,0
5053,pathetic phone lot bug camera work properly clone work come app,0
5054,mobile heat 46 48 degree instead eligible replacement return get extremely bad response amazon customer care guy replacement procedure amazon ask perform performance test blancco app test got fail didn t consider ask retest tell t replace return device work fine have bad heating connectivity battery drainage issue refuse return replace,0
5055,plus 3 t 5 6 t 7 headphns oneplus hd bad experience tym order 8 gb 128 rom clone datum 33 gb 128 gb phn hang start blink application work display screen visit service team plus hve d prblm bad experience disappointing,0
5056,ok expectation 1 sunlight display need 60 brightness clear visible 2 think 5000 mah battery model 3 float window option app 4 grey color model not feel corilla glass officially say technology 5 unwanted app not disable not uninstall 6 oneplus dial pad s change,0
5057,hopeless product hardware issue phone period 6 month,0
5058,hello face issue nord 2 1 have free space 80 gb update app playstore show space require free space delete app 2 app crash flipkart google map camera telegram spotify etc 3 app cloner work probably storage issue start solve issue quickly oneplus team regret decision buy device 30 000 rs price point,0
5059,buy oneplus 6 comparison oneplus 6 thing well battery bad display quality shape processing application 15 20 k range realme mobile well,0
5060,phone slow compare iq 007 camera performance poor compare iq 007 amazon exchange scam small scratch old phone amazon agent reject phone mean exchange brand new phone phone wear tear don t buy,0
5061,update device go start instantly report amazon request return till 15 day go go pick epressedno listen problem,0
5062,heavy user avoid buy phone battery guzzler,0
5063,disappointed phone price extremely high 30 k quality wise bad phone heat like hell battery drain 4 hrs buy phone market extremely sad lose 30 k cheap phone happy phone real 3 pro suggest don t buy phone real brand quit good quality camera,0
5064,hi purchase op nord 2 upgrade year old realme x experience nord 2 bad display bad quality compare smartphone 30 k range realme x display look good nord 2 major highlight camera poor quality near flagship sensor op advertising daylight pic pathetic system update app clone function work able use 2 nd s app account recording function work main requirement work flawless realme x think oneplus fool purchase regret beware op nord 2,0
5065,hang screen problem software problem phone totally waste mony m use phone 3 month start problem,0
5066,buy phone rounder stream multimedia play game regret decision device unable stream hd content prime video despite have wivevinel 1 certification hdr playback netflix support attach screenshot oneplus customer care pretty useless say unaware issue device specific problem phone case recieve slightly deform definitely experience expect spend 30 k smartphone,0
5067,think charger supply match battery performance phone regular charger use phone plug charge dock bad battery give segment,0
5068,consider price point view phone disappoint performance camera selfie camera horrible ram management 6 gb variant upto mark app restart leave idle point thing heating minimal t deny fact apart didn t find major flaw like ui clean smooth good display,0
5069,bad bad phone total 35 k waste proper maintenance plus nord 2 phone 1 day lot issue raise mobile 10 k cost redmi phone well phone don t buy phone u buy situation come main phone problem face nord 2 mobile usage 1 day 1 work power button 2 work double tap lock 3 phone lock 4 battery drain 1 hr completelymy sister bring phone rakshabandhan gift disappointed try return phone amazon close option 5 day delivery date phone,0
5070,bhai koi bhi plus nord 2 ko mt lena bahut jyada problem ati h isme fir cancel kre mere rupye mujhe,0
5071,hello face issue nord 2 1 have free space 80 gb update app playstore show space require free space delete app 2 app crash flipkart google map camera telegram spotify etc 3 app cloner work probably storage issue start solve issue quickly oneplus team regret decision buy device 30 000 rs price point,0
5072,dislike product lack program auto recorder save number unknown number speak loudly record selfie camera good expect 32 megapixel camera file manager proper way find send receive file telegram whatsapp app time user unhappy performance till 10 day use replace mobile period check future buy update version oneplus e mail address knt 1 goodboymail com,0
5073,bad camera quality don t phone hit problem,0
5074,camera waste battery drain quality rest,0
5075,time buy oneplus brand year samsung disappoint nord 2 12 gb battery drain fast guy don t buy waste money,0
5076,overall s decent phone want plus phone nowadays don t flagship kill mobile come close kill flagship range,0
5077,audio quality bad day complain technician come reset phone work 4 5 day people able hear speak regret having purchase phone cost rs 38 000,0
5078,overall good battery life little disappointment disappointment thing get little dent mobile,0
5079,flash light poor flash light app lock t recognise face easily expect well,0
5080,battery drain fast idealfingure sensor poor performance,0
5081,bad smartphone plus nord 2 amazon provide right service don t buy product amazon,0
5082,s app facebook nd etc dual clone app work nd plz don t buy need update nord 2 system review 2 day usage go service center problem solve,0
5083,awsm cool phone amazon delivery service poor m disappoint time amazone 1,0
5084,loosing trust oneplus quality people complain phone blast issue worry carry risk pocket,0
5085,limited use speed dial setting contact list assign caller ring tune,0
5086,1 5 month buy 12 gb 256 gb variant dead service center,0
5087,seriously didn t expect oneplus oneplus nord 2 bad performance camera pixel disappoint,0
5088,receive phone today previously plus 6 2 year move nord series phone appealing look camera look decent far 9 r charging superfast undoubtedly recommend phone gaming 2018 19 oneplus use multiple case stop thing find miss phone headphone jack pay rs 30000 pay bluetooth earphone,0
5089,phone ok ok type camera quality poor battery backup poor heating problem,0
5090,flash light poor flash light app lock t recognise face easily expect well,0
5091,purchase maily oxigen os s pure oxigen os mix colour os bad oneplus main future go plz don t buy future oxigen os fully chaged clour os time deffrence oppo plus,0
5092,here issue face dumb phn video pause 5 minute facetime zoom meet irritate low light camera super bad camera bad s black spot camera position,0
5093,camera good information work main issue face alarm thay forget add option alarm dismissal,0
5094,work properlymany timesmany problem whatsapp videocamera automatically,0
5095,phone 25 day face lag phone scroll instagr phone show icon blinking auto operation normal long,0
5096,eye protection work comfort eye pain head ache come product kindly return product,0
5097,phone explode m afraid close plan buy pls choose,0
5098,day phone heat today call customer care say online check phone test e phone koi default hai return ho ga fraud company phone samsung phone year old phone koi heating problem nai hai phone app download karne ke baad heat ho gya camera quality low heat karta hai return kronahi court case file karta hu ik din understand plus,0
5099,heating issue network issue problem call,0
5100,neplus network reception issue nord 2 internet work properly service center tell s 5 g device 4 g sim work properly y phone launch country 4 g sim big mistake buy 30 k mobile,0
5101,video call time mobile hot t understand defect piece mobile,0
5102,accidentally break panel go service available cover service bad service plus,0
5103,big oneplus purpose sell phone sale service zero month ve give new phone repair response disgusting pathetic company want harassment life recommend avoid buy product oneplus big,0
5104,overall s decent phone want plus phone nowadays don t flagship kill mobile come close kill flagship range,0
5105,poor performance oneplus nord 2 battery drain like basic feature 1000 rs mobile disappointing oneplus headphone jack miss voice clarity poor display colour satisfactory,0
5106,plus 3 t 4 n half year thought change coz display getting damage 4 new see review n budget phone gets stick n not trademark product plus bad experience,0
5107,problem phone s battery life fill expect phone heating problem,0
5108,doesn t automatic recorder waste tell wouldn t bring phone fact android phone phone doesn t tell give update atleast cheat cheat cheat,0
5109,bad camera sony cam unbelievable bad fingerprint sensor slow good thing fast charge charge fastly,0
5110,20 day usage noticed oneplus nord 2 battery life bad 30 k range lost 4 5 hrs moderate usage don t look 1 day battery backup,0
5111,battery drain fast cheap quality battery camera ui doubt chipset look cheap material s body,0
5112,pathetic product pathetic seller receive defective product twice product defective replacement finally return lot phone call customer care bad kind experience amazon don t buy plus phone mindful seller lot software bug make phone totally irresponsive,0
5113,lot weird issue impossible describe want disappointment life mobile,0
5114,battery backup poor quality phone,0
5115,phone hang opening whatsapp notification window screen hangs call wifi pathetic receiver able hear clearly 6 gb 6 t perform well 8 gb external speaker volume desire remove phone ear look screen need juggle live overall disappointed,0
5116,mobile give problem boot battery related issue go service center repair mobile,0
5117,month purchase mobile bad dream come true purchase mobile 12 gb ram face lag issue normal day day operation surprise impossible use phone usage similar unfer 10 k samsung phone take huse time respond app command feed lodge complaint ceo plus china nd inda twitter complaint nch complaint disappointed performance mobile s strong suggestion ignore purchase opt brand,0
5118,4 k 0 fps video shoot,0
5119,phone receive hang application crash replace new problem camera malfunction addition t replace suggestion waste 30 k purchase 10 15 k phone work don t fundamental issue buy,0
5120,phone 1 month apart camera work touch response refresh rate pathetic premium phone feeling justify brand value price range phone price range,0
5121,neplus oneplus o disappointed heating issue pls fix,0
5122,heating issue mainly screen cast ott bad recording enable hear person recording bad function battery fast drain time ask permission need expect chaina hacker steal information 3 day buy phone iam dare financial app install phone mean think secure phone,0
5123,afraid buy wife plan return safety,0
5124,phone die 10 hoursfeel like landmine usage overflow glitch os,0
5125,plusone nord 2 auto rcorder bad like,0
5126,1 heating issue 2 battery drain 3 camera quality charge heating issue bad mobile,0
5127,gallery crash scroll picture gallery get closedcan t download picture whatsapp unmount mount option overheat problem,0
5128,thing phone like 1 bad battery life dude 4500 5000 need 2 blink light notification 3 3 5 mm jack 4 post reboot phone u don t unlock phone notification,0
5129,phone receive hang application crash replace new problem camera malfunction addition t replace suggestion waste 30 k purchase 10 15 k phone work don t fundamental issue buy,0
5130,purchase plus nord 2 plus bud zphone good pricebut nord buds z costly amazon 2899 00 nord bud z sell plus red cable site 1499 00 loss 1300 00 sad don t purchase amazon site,0
5131,dissatisfied handset 1 blutooth connectivity poor 2 fingerprint sensor work smoothly 3 application doesn t work smoothly 4 camera good,0
5132,network problemmostly time network comemobile start kro fir network aaye h 1 2 hour k baad fir problem,0
5133,experience phone hear plus phone get hot hang thing 15 day phone start hang play game 50 brightness play game phone hot 15 minute 42 degree afraid foot miss audio jake lot,0
5134,time buy oneplus brand year samsung disappoint nord 2 12 gb battery drain fast guy don t buy waste money,0
5135,pro charge damn fast get 20 100 15 20 minute last day camera lagcon ui game brand like oneplus expect high oppo buckle revert oxygen well,0
5136,huge expectation camera seriously disappointed camera quality,0
5137,nord 2 series have issue mobile have battery software issue charge problem waste money lag issue mobile company didn t appropriate response,0
5138,oneplus mobile 2014 good experience oneplus mobile oneplus nord 2 completely destroy faith mobile company s service mobile allow upgrade patch software service center oneplus service centre people unprofessional waste time overall oneplus opt path nokia achieve fate,0
5139,quality mobile cam excellentbut come battery s maybe fast charge fast power drop,0
5140,camera quality average friend camera poor low quality,0
5141,time buy oneplus brand year samsung disappoint nord 2 12 gb battery drain fast guy don t buy waste money,0
5142,battery backup bad itz 4500 mah doesnot provide capacity request oneplus plzzz update solve problem,0
5143,1 problem find boat hedfon right say hear burd work wache videvo music solution,0
5144,bad camera,0
5145,say failer model see model blast video pay 30 k pay extra 5 k u replace reno plus 9 r,0
5146,rate hype phone oneplus battery life 3 hour screentouch miss register touch keyboard doesn t open click type bad choice regret return product unfortunately 7 day period get amazon,0
5147,bad product want return,0
5148,not buy phone heavy lag awful performance,0
5149,phone 1 month apart camera work touch response refresh rate pathetic premium phone feeling justify brand value price range phone price range,0
5150,problem phone incoming come time time show display ring phone expect 30 k phone,0
5151,reason cut star camera app system setting aren t familiar plus system like oppo system understand motivation generally distinguishing punchline app plus eco system app bad non functional buggy s direct comparison,0
5152,bad camera experience high battery drainage,0
5153,bad experience bad phone plus nord 2 excessive heating lot s bug hang problem response bad oneplus company pl pls don t plus nord 2 phone u waste money 0 ne plus 30 k,0
5154,camera bad performance bad mobile value 15 k ok cheap slow mobiletotally waste money poora,0
5155,worthfull 30 k disappointing m 2 pro well,0
5156,notup mark software lot bug heating issue unable clone phone screen page automatically close bad broduct worth buy,0
5157,primarily want phone doesn t heat 15 20 min video notice phone getting heat dissatisfied product,0
5158,bad quality hang restart problem continue m normal user phone bad bad erprience don t nord 2 oppo mobile,0
5159,plus 3 t 4 n half year thought change coz display getting damage 4 new see review n budget phone gets stick n not trademark product plus bad experience,0
5160,exchange mobile reject bed service,0
5161,notup mark software lot bug heating issue unable clone phone screen page automatically close bad broduct worth buy,0
5162,pro compact design premium glass finish battery backup fast snappy performance oxygen os little coloured great speakerscom heating issue game poor hdr camera weak camera,0
5163,network go away frequently catch flight mode disable enable sim manually select network airtel user phone face problem solution restart change sim slot change slot work 100 time plus user face network issue check forum decide model,0
5164,poor quality camera quality bad heating issue problem,0
5165,waste battery,0
5166,lot expectation purchase phone turn big regret let quickly highlight pro con observation pro 1 phone slim light weight 2 charge speed good 3 quality speaker average con 1 impression bad right initial set phone restart chinese script appear picture upload ref security phone doubtful 2 m gamer heavy user want good camera phone consider brand oneplus mainly purchase phone camera phone s picture quality satisfactory rear camera ok average camera bad infact poco m 2 pro s cam well picture outdoor upload 3 battery drain fast doubtful 4500 mah battery quality 4 privacy recording soon recording start notify person 4 brightness low especially outdoors phone con pro price range well premium phone m regret go google pixel 4 iqoo 7 samsung 52,0
5167,rate hype phone oneplus battery life 3 hour screentouch miss register touch keyboard doesn t open click type bad choice regret return product unfortunately 7 day period get amazon,0
5168,bad phone heatte oneplus responsible happen,0
5169,don t know device s t use camera crash time camera laggy wash click green photoe time waste money buy device attach sample photoe oneplus phone,0
5170,touch work properly camera quality poor phone lot issue 1 touch censer 2 normal android phone update 3 camera quality 4 worth money 5 battery problem 6 history show property bad experience phone lose money,0
5171,failure phone plus slow finger sensor heating issue phone big problem face hang lot software keypad hang offend plz not buy,0
5172,use 2 month phone performance slow time lag phone plz improve problem,0
5173,battery drain fast cheap quality battery camera ui doubt chipset look cheap material s body,0
5174,disappointed 1 st phone issue replace phone come problem,0
5175,phone slow compare iq 007 camera performance poor compare iq 007 amazon exchange scam small scratch old phone amazon agent reject phone mean exchange brand new phone phone wear tear don t buy,0
5176,disappoint day 1 app say storage find camera switch time download image sapp give permission take 10 attempt attach picture review evertime attach file app crash go replacement doesn t resolve day,0
5177,camera performance poor mobile decipate heat watch video 2 hrs,0
5178,mobile slow work time app late aapear heating problem stop work suddenly don t buy,0
5179,neplus network reception issue nord 2 internet work properly service center tell s 5 g device 4 g sim work properly y phone launch country 4 g sim big mistake buy 30 k mobile,0
5180,camera bad issue sensor like face unlock close automatically,0
5181,heat lot app getting crash battery drain fast,0
5182,time purchase oneplus disappointed type phone oneplus try photo s show sd card error camera temporarily unavailable try backup file show internal storage find complaint get replacement get new phone switch show serial match fastboot unlock verify try charge s charge request refund,0
5183,maine 3 din use kiya h bahut aache se check krke battery 7 hr aaram se deta h normal user ke liye jo browser video krte h game mai maine dekha ni h mai ni bta skta hu 90 tz chalta h kuch kuch app mai ni chalta h pr pta ni chalega jubtak ki app 90 tz phle se use ni kiye ho display mst h pichle saal jo oneplus nord ka display mai problem tha red green tint wala will sb kuch ni h nord 2 mai sb aacha kr diya h camera mai aacha h pr camara realme jaisa h kuch kass ni h heating issue jo vi koi bolta h pta ni mujhe pr pta ni chala bs video recording maine 20 min ke aass paass kiya tho thora sa heat hua tha baki jisko oneplus lene ka mn h will yhi phone le yhi will phone h jo lene layak h bst,0
5184,1 st thing purchase primeday sale receive 28 th july happy day disappointing heating issue battery drae fastly os miss oxygen os experience expected mix colour os bad thing hard setting don t waste ur money mobile,0
5185,pathetic product pathetic seller receive defective product twice product defective replacement finally return lot phone call customer care bad kind experience amazon don t buy plus phone mindful seller lot software bug make phone totally irresponsive,0
5186,battery doesn t long os expect gaming experience bad lagging competitor phone range review place 2 month phone personally compare old phone poco f 1 complete waste money,0
5187,return product mobile come manufacturing defect call voice automatically stop cut call phone return check aspect amazon take refund,0
5188,observe lot bug app crash suddenly feature don t work insane price,0
5189,worthfull 30 k disappointing m 2 pro well,0
5190,hopeless,0
5191,phone look great month got frustrate phone heat bad open app 5 min battery drain badly device use wifi call bad idea hotspot doesn t work bad experience phone onleplus store request exchange value 21600 35000 phone device month old didn t expect oneplus,0
5192,plus nord 2 bad mobile don t mobile heating battery drain fast,0
5193,phone peculiar problem whatsapp keep lag lot shut abruptly,0
5194,bad battery drain tooo fast didn t expect oneplus phone getting stick app bad oneplus didn t expect setting proper customisation compare realme actually m fan oneplus disappoint,0
5195,bad quality camera phone looking good price range bad service stock android dual aap recording disappointedi don t suggest buy,0
5196,ok expectation 1 sunlight display need 60 brightness clear visible 2 think 5000 mah battery model 3 float window option app 4 grey color model not feel corilla glass officially say technology 5 unwanted app not disable not uninstall 6 oneplus dial pad s change,0
5197,lose hard earn money bad product early iam realme 2 pro user lot hope purchase premium phone realme 2 pro far well 1 heating issue moderated use 2 phone lagging 3 battery drain issue 4 come exposure bad heating issue couldn t accept oneplus suggest well solution rid,0
5198,camera bad battery start drain 1 month case hear phone blasting sure research buy product,0
5199,time finger print work camera quality good set software problem properly fetch google datum google contact photo complain reapetedly company cooperate,0
5200,network go away frequently catch flight mode disable enable sim manually select network airtel user phone face problem solution restart change sim slot change slot work 100 time plus user face network issue check forum decide model,0
5201,1 hearing issue 2 camera quality way oneplus 6 t 3 screen brightness par 4 battery performance poor,0
5202,poor battery life charge phone 90 discharge 30 min gamingone bad product plus,0
5203,battery phone extremely bad mediocre user battery drain fast last 2 2 5 hour screen mode get handset replace thinking particular handset faulty replacement set bad bad model oneplus,0
5204,pathetic camera 10 1 scoreoneplus hateonly haptic goodotherwise system useless 0 scorewaste 30000 rupee,0
5205,1 heating issue 2 battery drain 3 camera quality charge heating issue bad mobile,0
5206,loosing trust oneplus quality people complain phone blast issue worry carry risk pocket,0
5207,plus discontiune dialer app contact app sm app google dialer app bad record call automatically give warn record worst allow plus dialer app instal major change adversitement advertie buy phone,0
5208,order sale rs 31 841 receive faulty device day request replacement wait day having pay money phone replacement initiate amazon follow day finally get refund terrible experience,0
5209,high product defect find amazon responsibility irresponsible shopping site,0
5210,camera quality bad original color appear mean red colour appear brown,0
5211,goal oneplus sell product s responsibility end device gets damage get fast quick service imagination negligible service center compare number device sell exist service center t serve go construction tell patna service center repair request service offer website slow,0
5212,s 12 29 night review right 1 day usage charge phone 10 00 yesterday s 54 use use iphone 8 battery use drain 6 7 pm daily base usage usage 54 battery leave worried 4500 mah battery result phone show processor ram simply unbelievable fan plus nord 2 diplay awesomebattery charge fantasticlook s plus brand upto mark update review 15 day usage review 15 day usage point continue,0
5213,camera automatically shutdown video recording ring profile mute modetake long time replace amozon m realy disappoint time switch samsung think wrong design,0
5214,volume button stop work 15 day use cheap quality camera battery work like 3000 mah completely disappointed oneplus,0
5215,bad phone oneplus,0
5216,plusone nord 2 auto rcorder bad like,0
5217,fully phone heat battery problem worst mobile,0
5218,camera bad performance bad mobile value 15 k ok cheap slow mobiletotally waste money poora,0
5219,problem phone neplusnord 2 download new pdf file open blank page open time second time file open correctly screen recording video attach,0
5220,disappoint product os big disaster dint feel like plus legendery os merge oppo oxygen os skin add oppo color os audio jack lead notification add parallel app,0
5221,s android mobile don t compare op series poor interfaceterrible camerahangauto startheate issuenetwork connectivity issueur data share chinese app u confirmation time phone ur photo location etc suggest u grudge,0
5222,1 cheap quality mobile 2 alarm icon display 3 sensor work 4 otg work 5 technician visitedplease don t buy product,0
5223,call overhyped oxygen os bug battery drain quickly app clone function workingno default recording facility default music player default video player camera average annoying blue dot party app t remove try download app music video phone show shortage memory 27 gb 128 gb phone ask uninstall party app utterly disappoint,0
5224,price ke hisab se achcha phone nahin hai ye kripya phone ko bi na karen bhai karne ke bad bahut dikkat hoga,0
5225,ok expectation 1 sunlight display need 60 brightness clear visible 2 think 5000 mah battery model 3 float window option app 4 grey color model not feel corilla glass officially say technology 5 unwanted app not disable not uninstall 6 oneplus dial pad s change,0
