,review
3684,"  Worst phone ever used. Very bad user experience . Don't buy if you value your money, there are many problems  with this set.
"
3685,"  Value for money, camera quality awesome and battery life is so good.
"
3686,"  Big screen and nice designGood mobile in this range, go for it
"
3687,"  Good phone
"
3688,"  Low quality plastic...break front glass with a delicate fall.
"
3689,"  battery life is super, fringerprint is ok ok and camera quality is so poor.
"
3690,"  They say 6 gb 128 gbBut phone work like 2 gb 16 gbWest of money
"
3691,"  Vary bad and third class mobile issue facing like hang with first dayAfter only two month display has gone disappeared
"
3692,"  Overall, quality is good, other some noise during calls, everything else is good( may be it's due to network issue)
"
3693,"  Superb phone in low price
"
3694,"  I purchased this phone for my younger sister. She is very happy with the phone. In budget phone this a good purchase 👍
"
3695,"  Display quality  like 5 k mobile
"
3696,"  Very good product in it's range.
"
3697,"  Worth to buy this mobile in this budget.
"
3698,"  Min 3 days battery life in single charge
"
3699,"  Very good quality smart phone..I love Samsung...
"
3700,"  I liked the overall mobile body, the functions, need to extend battery life
"
3701,"  Camera is not 48mp it feel like 13mp
"
3702,"  I used this 6 month above  battery backup very good, camera it's OK,any time mobile function slow.
"
3703,"  Compare to other phone not good
"
3704,"  Good for my father which has his miximum requirements.
"
3705,"  Great  product. I am fully satisfied with performance.
"
3706,"  Products good
"
3707,"  Very good quality
"
3708,"  Get frequently hang.Youtube didn't play on WiFi when Bluetooth headset is connected.
"
3709,"  Amazing product again from Samsung. Trustworthy and Durable product. User friendly. Excellent performance.
"
3710,"  I'm use 1 month but, software not comfortable some time apps not opening and some technical issues
"
3711,"  The best phone I have ever used.....
"
3712,"  Good product in low price must buy .
"
3713,"  Nice handset photo clarity was good.
"
3714,"  This is not as per my expectations, camera quality is low, touch function not working properly in addition of hanging issue
"
3715,"  Bad camera quality Very bad product and not getting return unfaithful amazon.
"
3716,"  It is altogether a very good phone and the battery life pretty good
"
3717,"  camera is some what not cooland i was impressed that it is made in INDIA productworks flawless
"
3718,"  Good one
"
3719,"  Very slow
"
3720,"  Excellent
"
3721,"  Good battery backup, fast operation, good fingerprint reader
"
3722,"  Camera quality is very very poor, &no smart future &very slowly running
"
3723,"  Not even a even 15 days have issue with mobile , poor voice , unhappy with this model .. automatically it gets switched off
"
3724,"  Amazon always deliverd good products special ly mobiles any brand you can trust but some other product has issues.
"
3725,"  Happy with this phone
"
3726,"  It was a bad quality of android phone. It was heating too much and charging was very slow. Totally waste of money.
"
3727,"  A bit bulky but overall a very good phone
"
3728,"  Camera quality is not good. Touch is not working in some menu items like app permission s
"
3729,"  Camera quality is worst..I don't believe it's 48mp camera..it's like 2mp camera photos..pixeleted
"
3730,"  It's a nice phone with long lasting battery life but its heavy and has heating issues if used without a back case.
"
3731,"  Good cellphone.Fast delivered.
"
3732,"  Battey acchi hai
"
3733,"  Happy to have it
"
3734,"  Price efficient
"
3735,"  The phone is very much heavy and difficult to handle...camera quality is so poor.
"
3736,"  Finger print sensor also not very user friendly
"
3737,"                    The media could not be loaded.
"
3738,"                
"
3739,"   Battery capacity like,camera dislike
"
3740,"  Expectation not reached by Samsung.
"
3741,"  This was bought in June..this was for someonelse ..but I was able to give it to the person only now.. The phone doesn't on
"
3742,"  Phone take 3 hours for 0 to 100% charging. After committing fast charging. Isn't joke. Not perfect as much as Redmi note 9
"
3743,"  Bought it for my mom.. she is really liking it. Camera quality is great. A good upgrade from her earlier 5 year old phone.
"
3744,"  Very nice and features are best in this price. Wonderful made in India mobile. Chinese mobile cannot compite with Samsung.
"
3745,"  User manual/samsung Broucher not found enclosed along with package.Acessories not found enclosed along with package.
"
3746,"  Budget phone
"
3747,"  Both camera not very clear as compare to front 8MP & back 48Mp.Not satisfying.Very poor camera clarity samsung Galaxy M12.
"
3748,"  Samsung M12 mobile is not good. camera quality very is very bad. Add fingerprint is very bad not support.
"
3749,"  Quality product at this price, good battery backup, awesome camera
"
3750,"  Nice mobile
"
3751,"  All is perfect in samsung m12. But when i plug in charging , then heat upto 40°C. So i give this item 4 ☆.
"
3752,"  ""Camera quality"" Clarity does not appear to have taken photos or video calls as part of camera quality ""The other person lacks clarity""
"
3753,"  Mobile is somewhat good with its value but it is too heavier in weight.Good camera quality with best battery backup.
"
3754,"  All is good battery, Camera, Screen and all but Processor that is exnoys 850 is not enough for normal usage it is ok👍👍👍
"
3755,"  Camera quality should have been improved also it feels quite laggy
"
3756,"  Very poor quality display. Looks like a yellowish tint is added to the display. 5 GHZ wifi band is not supported.
"
3757,"  Best phone in budget, camera is fine, display is good, smooth touch and amazing specs for a phone in this budget.
"
3758,"  Phone is very heavy. Don't prefer this phone if looking for a slim phone.
"
3759,"  Fingerprint performances very low quality video quality is low this phone is only battery backup
"
3760,"  Good long life battery and power efficient processorSlightly heavy but perfect for my need
"
3761,"                    The media could not be loaded.
"
3762,"                
"
3763,"   Samsung service centre not doing 6 month screen replacement warranty
"
3764,"  All features work well
"
3765,"  Poor quality, no headset, no others,..
"
3766,"  Overall I have a good experience with this product..
"
3767,"  Not so good
"
3768,"  Worst product..
"
3769,"  Good phone with good battery life. But camera quality is not like 48 megapixel .
"
3770,"  Display is great quality. Phone feels premium. Battery life could be improved. Camera pictures are nice.
"
3771,"  Very good phone with this price.... Battery just superb👌👌👌Performance also good... Very good to use😃
"
3772,"  Battery backup very good I am satisfy camera quality is normal fingerprints normal speed
"
3773,"  It is overheating now it has been 10 days . Now it has started overheating. What do I do?I can't even return it now
"
3774,"  Camera quality is very ancient.selfie camera and back camera resolutions are very bad bad bad.. pics are getting grained.
"
3775,"  We started using this phone 4 days ago. It has already stopped charging. I need a replacement phone which works properly.
"
3776,"  Its an average phone. 6GB ram is just to write. Speed is not that much fast. In just one week phone started getting slow.
"
3777,"  Disappointed with samsung,I bought mble on 18.3.21Mble OS changing on today(8.4.21)Wat a bad quality...
"
3778,"  Samsung Galaxy M12 Awesome product
"
3779,"  Good phone for basic features
"
3780,"  Liked the battery of phone . It works very well for 1 and a half day with light weight use (not gaming )
"
3781,"  Camera quality is awesome, Getting minimum 2 days battery backup even Continuous usage of  data .
"
3782,"  Very bad samsung mobile &Amazon service.phone camera is very poor
"
3783,"  Awesome phone at this price range. The battery life is superb it takes impressive photos. Overall its worth the price....
"
3784,"  Fingerprint make me fast switch on, battery life is amazing, and camera is far better than before.Thank You Samsung
"
3785,"  Pathetic display quality. Camera is not upto the mark. Heavy like a brick. But overall not so bad for the money.
"
3786,"  This mobile is not nice. It doesn't give internet at any area or any place.Has a slow processing.it is very bad.
"
3787,"  Worth of money, awesome....All credits to Amazon#great Indian sale
"
3788,"  Very nice phone in this price range go for it
"
3789,"  There are no headphones/earphones in the box.
"
3790,"  Camera quality is very bad 👎
"
3791,"  don't waste your money on this phone.
"
3792,"  Phone is very slow. Getting irritated to use. Planning to throw it out.I do not recommend this to any one.
"
3793,"  This phone is worst. Signal gets dropped and i have to restart every time to use the phone also phone gets hung.
"
3794,"  3.5 mm audio jack is not in standard size. The pin is loose. So you cannot use a wired headset.
"
3795,"  camera is not quality images.. camera kosam aithe Camara bad.. battery is super charjing super.. I am in mobile rating is ***
"
3796,"  Superbbb camera superb powerful battrey
"
3797,"  Very nice mobile for the price we paid.
"
3798,"  Best features with reasonable price..
"
3799,"  Overall OK
"
3800,"  Getting hang very frequently also sound quality is very very poor. Weight of the phone is like a brick.
"
3801,"  Very good product in this budget, good battery back up....And camera quality...
"
3802,"  The phone is bigger as compared to images,works fine and good for normal users.
"
3803,"  Perfect mobile
"
3804,"  The camera is below average.  I'll say  it is not even  8 mp. Display quality is so poor. It gives you a  cheap feeling.
"
3805,"  Worst mobile... The display got broken with simple fall while eating on dining table...Finger print reader is slow
"
3806,"  Mainly for whatsapp calls  over mobile networks . Works good and no issues. Good quality picture and great battery life.
"
3807,"  M12 mobile looks great.... Battery back up good. 10mins once 1point only low.  Bt camera very worst both front and back.
"
3808,"  Finding heating issue while using. remaining  everything is okay
"
3809,"  Value for money. Wonderful refresh rate, battery life and camera
"
3810,"  I'm so impressed. Samsung Galaxy M12 is a budget-friendly phone.
"
3811,"  worst phone I've ever seen in my lifepls don't buy it..getting hang easily and the camera quality is worst as hell
"
3812,"  Network issue observed everytime.Require frequent restart.
"
3813,"  Camera is not good
"
3814,"  Plz do not bye item i have got recived broken display....and the customer caller behavier was very rude
"
3815,"  I m totally disappointed to samsung worst mobile ever plz refund my money AMAZON other wise its my last buying.
"
3816,"  My best phone till now in this range, It has like all the features with respect to 20 K phone. I love it.
"
3817,"  Battery backup is not good,Really thick phone, Camera Quality is poor,Slow phone, waste of money...
"
3818,"  Below average phone. Camera is poor. Performance has a lag. Sound quality is poor. Expected better from Samsung
"
3819,"  This product have totally value of money. U can got everything in this phone how much u spent on this. Means fully satisfying 😌.
"
3820,"                    The media could not be loaded.
"
3821,"                
"
3822,"   Mobile's Mike  is not working when calling on speaker. Front camera is Very very poor ...
"
3823,"  This is best under 8.5k for senior citizens.
"
3824,"  Samsung has also started fooling to the customers like other Chinese and Indian brands
"
3825,"  Processor is very slow even for day to day activities. Disappointed with this purchase
"
3826,"  Great in that price, and also no jhik jhik on exchange old phone, that's too good from AMAZON.
"
3827,"  Average, Back side cover not good, camera image not clear
"
3828,"  Approx 20 day after received this mobile speaker is making noise whenever using speaker and camera quality also not good,
"
3829,"  Not good in segment. Better choose redmi or realme
"
3830,"  Awesome product at great prices. Full paisa vasool
"
3831,"  OK for moderate phone users except  camera quality
"
3832,"  Samsung m12 product is good product and battery back is good but network issue
"
3833,"  The phone is pretty good for its price just a full hd display is missing here.
"
3834,"  Camera quality is very poor.Phone charging issue in 20days from purchase
"
3835,"  very good
"
3836,"  satisfied
"
3837,"  Power button is not work & speckar problam and  front Power button is not work & speckar problamcamera quality not good
"
3838,"  The phone quality is not good. many hang occur during using the phone.Display is not working within the 4 months.
"
3839,"  Price: 8499/-
"
3840,"  Fits perfect for the price paid.
"
3841,"  The most characteristic thing in any phone is camera ,which found worse here .
"
3842,"  Very nice
"
3843,"  Phone hanging problem plz dont buy this modelRequesting to amazon to return my phone so i can buy other one......
"
3844,"  I have purchased mobile phone but headphone not received in order headphones are show but not received. Pls do needful.
"
3845,"  Need a lots of improvement,Like include headset, backcover,Against competition with Chinese phone.
"
3846,"  Poor quality of camera..Front camera is very poor and back also poor..Poor poor product..shame on you  samsung
"
3847,"  This product is very heavy it is not fast working it is very thick .I want to return it back so how to send it
"
3848,"  Bad sound quality, very low, now feeing bad why I purchase this, it's my mistake to order this poor quality ph
"
3849,"  Value for money. After HDFC discount i got it for 10.7K. Awesome deal.
"
3850,"                    The media could not be loaded.
"
3851,"                
"
3852,"   This phone is awesome... I loved this phone...but it's  performance speed is slow
"
3853,"  Excellent product
"
3854,"  Avg Screen QualityAvg Camera QualitySuperb Battery LifeMuch Heavy in Weight
"
3855,"  Bought this phone in 26 April 2021Outgoing voice is not clearUseless phoneWasted my moneyAnd have issues with software 🙄
"
3856,"  Fingers  सेंसर  ऑपरेशन  me not good
"
3857,"  Still not get any issues it is having good battery backup with camera.
"
3858,"  Very happy with my purchase. Good mobile at budget. Forget other Chinese one go for this MII product.
"
3859,"  Want fingerprint reader in screen  bottom also.Battery life is good  its too good for traveling
"
3860,"  Crude appearance and display quality not natural.
"
3861,"  Everything is  good. Fingerprint is fast, good camera, pixel didn't break even after a deep zoom. Strong battery life.
"
3862,"  A good product in resonable price.  Finger print, battery life,  & camera quality fully satisfied.  Thanks to samsung.
"
3863,"  Processor is quite  different 8NM. I think this is very  lowest processor.So that cost is this much offer.
"
3864,"  Fingerprint scanner is good.. Battery backup ok. Camera quality very bad..Over all is useless mobile
"
3865,"  Bought 3 months back, Battery is not stable its draining fastly.Not expected this type of issue in just 3 months
"
3866,"  After 1ST software updates Mobil phone not working properly,  Can't do voice calls,  internet surfing problem is there
"
3867,"  Value for money,prompt delivery, good packaging,Good battery back up,Really good one at a competitive rate of Rs.10900
"
3868,"  Phone was asking for update I updated it but it couldn't boot afterwards.Still struggling for refund from Amazon
"
3869,"  Far behind from expectation
"
3870,"  6 month guarantee for screen replacement only for prime members or all buyers
"
3871,"  Good mobile for this price
"
3872,"  Front camera very not good
"
3873,"  Glaxy M12 is 4g network mobileWe like 5g network mobileScreen shot is not working poor performance.
"
3874,"  I like phone
"
3875,"  Simply super
"
3876,"  All features are good for this price range but there is front camera  📷 quality  is not too good or we say that ok ok
"
3877,"  I'm pursched this phone may 5 now I facing display issue it was automatically black after using 2hr phone was not good
"
3878,"                    The media could not be loaded.
"
3879,"                
"
3880,"  Everything is perfect .Battery is good ,last upto 2 days.Camera is awesome
"
3881,"  very good phone as per my choice camera and battery life also. and value for money must buy this phone
"
3882,"  Worst mobile
"
3883,"  There was no earphones provided though it was written in the product description. There was no travel adapter as well.
"
3884,"  Front face camera dul not clear
"
3885,"  Good mobile at this price range
"
3886,"  Nice phone in this price range!
"
3887,"  Selfie camera quality is Very bad in day also in night.when camera is on there is blurr and can't take selfie
"
3888,"  Mobile is good but invoice not share by selling even unable to download from please share invoice immediately
"
3889,"  6GB 128 होने के बावजूद भी फोन हैंग कर रहा है
"
3890,"  Mobile phone good but hanging problem.
"
3891,"  More than enough battery life one needs. Really liked the fingerprint sensor inbuilt in power button.
"
3892,"  Liked for camera battery and display. Fingerprint sensor is also quick, battery life is just incredible
"
3893,"  Good Phone for budget Segment.I impressed this phone Battery life. Battery is the one of the most advantage feature in this phone.
"
3894,"  Screen broke within 20 days and there is no screen replacement from company.Bought during dussehra sale 2021.
"
3895,"  Very bad productNo camera quality and its about a month and its already starts hanging
"
3896,"  yaa I m use n I think 1 from back not slim
"
3897,"  Value for money
"
3898,"  Amazing Service & excellent exchange
"
3899,"  Average Phone, Sometimes feels Slow.
"
3900,"  In this price you can't expect more.
"
3901,"  Very slowCamera not good in low lightSelfie camera colour balance not goodSlow ram
"
3902,"  Everything is good but  very slow battery charging rate nearly  12 hours required for 100% charging?
"
3903,"  Battery life Best but after the update battery life reduce.phone lags in some tasks, camera good, slow charging,
"
3904,"  Fast fingerprint sensor,nice battery backup and pictures are also crystal clear nice mobile in the budget of Rs.15000
"
3905,"  display issue many time display are not showing and phone hang batry not work properly many other problems are facing
"
3906,"  More than 5* for batteryVery good product at this price rangeWorth for moneyGood and easy interface
"
3907,"  Battery backup is asum but camera quality is bad
"
3908,"  Product quality poor
"
3909,"  Best 👌 Amazon deals
"
3910,"  Camra quality low overall best phone
"
3911,"  Good phone
"
3912,"  It’s a good buy in great Indian festivals sale.Worthy & safe buy compare to all Chinese phone.
"
3913,"  Don't think twice and buy this M12
"
3914,"  Display could have been better
"
3915,"  Got it for my mom. She is very happy now. Happy with the phone’s battery life and camera quality. Thank You.
"
3916,"  Front camera is not all upto the mark, back camera quality is ok ok type.....
"
3917,"  Finger sensor sidevise is not useful it should be on backside
"
3918,"  Worth to buy...
"
3919,"  nice design good looking good performane in this price
"
3920,"  Pros:Battery,screen,brandCons:Camera(very disappointed),more weight,bold.
"
3921,"  Battery backup is good. Overall performance is average but the phone is too heavy and bulky
"
3922,"  Camera quality is very low, internet connection problem and mobile is hanging a lot
"
3923,"  Fantastic product.. need to check of battery is getting heated on continuous usage.
"
3924,"  Good performnce
"
3925,"  Very bad Camera and sound
"
3926,"  It's lags a lot I am not able to log in my banking gpay and phone pay. It's not taking my sim cards
"
3927,"  Amazing mobile in budget but camera is not too good like 48MP.Battery life :goodYou should buy it.......
"
3928,"  The worst product i ever recieved. redmi phones are far better for this price range. the camera clarity is the worst
"
3929,"  Outstanding phone,battery is too strong and camera quality may be improved.but Good phone in this price range.
"
3930,"  Over all performance is good. But processor is too slow.. it is taking much time open pages. Camera quality is good.
"
3931,"  Battery backup is impressive and the finger print is too fast to respond but the front camera is not that much good.
"
3932,"  This mobile is not good  because it is less than expected. Camera quality is very bad, processing speed is not well.
"
3933,"  When i started phone is too slowStill phone speed is slowDont buy this phoneBuy oppo or vivo
"
3934,"  Nice phone,,,good for normal use,,,
"
3935,"  Frequently hanging. Very Low performance. Better avoid this mobile. Don't waste your money.
"
3936,"  The charger is not working...Properly. It will take 4-5 hrs for full charging..
"
3937,"  This  phone  is heavy  slow and screen  is also not good  for 12000/- phone
"
3938,"  Nice phone at this price
"
3939,"  Don't buy samsung phones
"
3940,"  Charger cable very small
"
3941,"  I purchased this in nov .hence I'm using since one month so like this product and  it is working good.just go for it
"
3942,"  This mobile was very low price and advanced features. Camera quality is super.battery picap are good nd overall done
"
3943,"  Zero quality fingerprint button, fingerprint button is not working properly and service centre didn't listen to that
"
3944,"  Very bulky
"
3945,"  Best phone
"
3946,"  It's Good.
"
3947,"  Phone is quite slow, while using the internet if someone calls then call console will take time to respond.
"
3948,"  Fabulous  productNice to useAll features  in same phone
"
3949,"  I like this product because of colour , performance , processor , camera , big display, display quality
"
3950,"  Slightly get heat while charging and using phone calls also.
"
3951,"  Features are and performance is excellent at the given price
"
3952,"  Like but outgoing and incoming sound is not clear, very bad product
"
3953,"  All things are good. It is the best  mobile of my life battery life is also good .
"
3954,"  Not expected such camera from samsung better I should go for redmi 9 in this range
"
3955,"  Fingerprint was very goodBattery life also goodCamera quality highBest phone in samsung M series.
"
3956,"  Amazing phone, it has the best fingerprint reader, amazing camera and super fast processor . LOVED IT AS A STUDENT.
"
3957,"  Very disappointed with screen quality....This is the first time i'm not happy with Samsung .
"
3958,"  Every thing is good of the phone for the price, only con is the phone is bit heavy/ weight in hand
"
3959,"  Nice product  and battary backup is better and camera is to be better phone is worth of money ....
"
3960,"  Battery life excellent...  Processing speed also good.. Camera Average..  Overall value for money.
"
3961,"  Dislike 👎Camera Quality 0
"
3962,"  Very low sound of speaker dont buy
"
3963,"  heavy mobile front camera not good
"
3964,"  Camera is not very good for the price range and I can't like it if you can help me
"
3965,"  Camera and battery good
"
3966,"  Worst experience, not expected such bad quality of phone, camera not good, speakers not good, display also not good
"
3967,"  Not so bd
"
3968,"  I like the picture quality, display, storage and networking. I use the phone for studies, University level
"
3969,"  I bought this phone 1 month back but now its not working its automatically works and there are many issues
"
3970,"  Meri pasand samsung ka mobile hai kyunki ye viswashniy company hai or iske sabhi product achchhe hote hai.
"
3971,"  Fantastic  mobile good 🔋 backup and camera quality is also good avoide to purchase another Chinese mobile
"
3972,"  Heavy weight and camera very bad
"
3973,"  The galaxy M12 phone is not working properly and it is no value of money I may prefer that people should not buy it.
"
3974,"  Camera 📷quality is awesome 👌Battery 🔋just like monsterFinger print sensor is working little bit slower as usual
"
3975,"  Need to add additional features like MI phone in that no need to installed any others app all in MI phones
"
3976,"  Just ok phone
"
3977,"  Great overall
"
3978,"  Overall good phone with this price. Battery back up is amazing....
"
3979,"  Awesome phone! Just like how I wanted...! Go for it.
"
3980,"  maine mobile baat karne or class ke liye use kiya hai esme soeajer mode per baat nehi ker sakte please product ko replace kare
"
3981,"  Economical and looks elegant. Sound quality can be improved further. camera is excellent.
"
3982,"  Mobile is good but missed calls are not showing on app icon and notification bar.
"
3983,"  Frequent call drops, hangs. Too much bulky.Camera ok ok.  not much modes in capturing. Battery life is good.
"
3984,"  Mobile heating when mobile using and charging timeCamera quality too worestSignal catching is not good
"
3985,"  4 camera laga diya.. picture quality bekar..1 camera  good quality  k lagao
"
3986,"  Pathetic position of fingerprint reader
"
3987,"  You can purchase this mobile. Battery backup and camera is awesome
"
3988,"  Very very bed product.mobile 8s forst day to hang.
"
3989,"  Camera of this phone is too bad
"
3990,"  Poor Built,Bad Sensor ,Bad Camera
"
3991,"  Good Phone with Good Price,Camera Average.The display should be FHDBattery Good
"
3992,"  Even it has 4gb of ram its prformance is not comparable to 3gb ram device
"
3993,"  Good service 👍
"
3994,"  Good phone, long battery's, Camera quality is good and satisfied. Total good products this price segments.
"
3995,"  Tuch is problem, ringtone volume is bad, battery is also heat, charging is also so much late.okby
"
3996,"  Camera quality is very badTakes too much time to charge batterySpeaker sound is very slow etc.
"
3997,"  Low speaker sound
"
3998,"  Do not buy, No value of money.No compass, No time lapse and slow motion.Total waste of money.
"
3999,"  Fingerprint is ok a battery life is ok a camera quality 3rd quality I am suggest this phone is not buying
"
4000,"  It is to faster and smooth.
"
4001,"  Good phone for normal use but don't buy if price more than 10000.
"
4002,"  Nice mobile value for money under 13k 100 percent genuine product
"
4003,"  Worth buying
"
4004,"  Bulky,  heavy, picture quality poor.  Better avoid.
"
4005,"  Overall a good phone from samsung within a budget price.Feels quite bulky and heavy.
"
4006,"  Mobile not worth the money.
"
4007,"  Worst mobile waste of money don't buy camera are very worst and not 48 megapixel
"
4008,"  Camera quality was very good and totally a very nice Samsung phone at this price
"
4009,"  Good product at right price. Picture quality is very good.  Delivery was faster.
"
4010,"  Product is having multiple problems like low volume ring , excessive heating during charging, poor camera quality
"
4011,"  After using half an hour it become heat worst from any other mobile . I am really not satisfied with this product
"
4012,"  I like all features of this phone I.e. M12 with nice price. Only the mobile is little heavy. Rest all is awesome.
"
4013,"  Screen broked within a month of purchase worst product I have bought till date did not expected this from Samsung
"
4014,"  I bought this phone for my mother. Amazing phone  with good battery life.
"
4015,"  Good battery
"
4016,"  Taking too much time to charge and mobile wait also too muchh dont by it
"
4017,"  Not satisfied..phone has a lot of lag...feels very slow in responding...
"
4018,"  Good phone.super batteri backup.net connection failed while making calls
"
4019,"  Its really awesome i feel very nice i feel very fast i feel so good that i kept using itReview by pingunath
"
4020,"  Not proper support for finger scannerBattery not support for long timeCamera not as per 48 mp quality
"
4021,"  Camera experience is very low quality it's not a 48 mp it's a it's very wrist experience I never expect like this
"
4022,"  Received wrong charger. Its mentioned 15w Received 10w. No body entertain even after multiple complaints.
"
4023,"  Phone is ok but internet and battery problem
"
4024,"  Excellent product delivery service excellent
"
4025,"  All ok only charging time is too high.
"
4026,"  Images are clear
"
4027,"  Good value phone
"
4028,"  Camera quality is very bad......
"
4029,"  Super quality in this company phone so please give earephone with phone not find in market ssamsung earephone so please
"
4030,"  Only value for money and good storage and battery life.Camera could have been better and also fingerprint reader.
"
4031,"  Touch not working properly
"
4032,"  Easy to use... Superb
"
4033,"  After using only I will come to know  but it looked  good
"
4034,"  Phone is heavy, weight can cause damage to screen, pjobe tempered glass broke when fall from 2 to 3 feet
"
4035,"  Camera is good but touch screen not up to the Mark while scrolling up and down probably is has hanging .
"
4036,"  The screen quality sucksThe camera quality sucks even moreBetter not buy it
"
4037,"  Budget smartphoneBut facing multiple time re-start problem since purchase
"
4038,"  Don't go for 4 cameras, picture quality is low, and display quality is low too.
"
4039,"  This phone is not good. No one should buy this Samsung M dwarf on Amazon. Amazon is keeping a close eye on this.
"
4040,"  Please don't buy this product because company says it's 90hz but it is 60hz only and touch response is not good.
"
4041,"  Overall performance is good. Battery backup is good. In this range a complete set is given with good performance
"
4042,"  As Given 4 camera in a phone but camera quality is verry bad pictures not so clear as show camera specifications
"
4043,"  Don't buy this phone, Samsung Galaxy J7 prime is better then M12 ...go for M31 or M21 but don't buy this one ...
"
4044,"  Best product I buy it for my mom and she is happy with it
"
4045,"  The camera of this mobile is not perfect, it is not 48 megapixels. Camera quality is low.👎👎👎
"
4046,"  As per the price range it is the best
"
4047,"  I will buy this phone for battery backup and really it's a good battery backup.
"
4048,"  Good mobile. Value for money.
"
4049,"  Fingerprint reader is good, fast as well. Even the battery is quite going well. Camera quality is okay, not bad.
"
4050,"                    The media could not be loaded.
"
4051,"                
"
4052,"   Samsung galaxy M12 Phone is Good Quality ..I am so happy 😊😁
"
4053,"  Excellent Product....
"
4054,"  Battery life was good
"
4055,"  Excellent phone with in budget.
"
4056,"  Not happy to find the phone as good in this segment I don't think so samsung fullfill the customer need.
"
4057,"  Worth for 11k
"
4058,"  it's totally wasted of money I don't like this phone hanging problem
"
4059,"  Weight is a bit high. Overall a good phone.
"
4060,"  Very slow phone.Clearity is less then another phones.Hang all the time.
"
4061,"  Ghatiya camera quality hai koi bhi na le is phone ko samsung ka sab se ghatiya camera vala phone hai ye
"
4062,"  The touch of this phone is not working at all. Ever since I got this phone, it is not working properly.
"
4063,"  Everything is excellent with this phone in this budget.  Some times it's screen touch is not very fine.
"
4064,"  It's very slow,  very heavy  and the display is not smooth and battery backup is not good as mentioned.
"
4065,"  Battery was good finger print secsor ok and sound of the Quality is not good when we get incoming call.
"
4066,"  Camera ke liye ye mobile thik nhi hi.
"
4067,"  Very good mobile phone at this price.
"
4068,"  Very bad experience.
"
4069,"  Good phone at 8550rs
"
4070,"  Very good battery 🔋
"
4071,"  I get touch issues very much, I have to touch three to 5 time to operate it.
"
4072,"  Value for money
"
4073,"  Good product 👌
"
4074,"  Some money based app are getting some problems.and playing some games that display have getting problem
"
4075,"  Very nice for this price.
"
4076,"  Good phone at price with good camera and battery backpup
"
4077,"  Mobile is very good and features are good in this price.
"
4078,"  I ll recommended battery life good and camera just ok.ok
"
4079,"  Doesn't have 5GHz wifi.USB tethering doesn't work.
"
4080,"  Good: battery lifeBad: bloatware, heavy, shady gps
"
4081,"  Better till now
"
4082,"  Phone is actually very good with the price we pay
"
4083,"  Like: Body colorDislike:1) Poor camera quality both rear and front2) Battery drains very fast
"
4084,"  Camera quality as per samsung is not upto the mark. fingerprint is ok.All among this only battery life is good.
"
4085,"  Yes i like this product , i get  this product on before a date .Nice camera , battery , smooth display ..
"
4086,"  Looks, battery backup, performance is awesome back camera is also good but front camera has medium performance.
"
4087,"  I'm very much satisfied with performance and appearance of the device.Overall a good phone in this range.
"
4088,"  Fingerprint is not good and place other area and camara quality is not so good
"
4089,"  Display quality is very bad. Weight of phone is sooooo high. Camera is medium.
"
4090,"  बहुत ही अच्छा मोबाइल है।बैटरी लंबी चलती है।कैमरा गजब का है।
"
4091,"  M12 built smartly  by performance  &  price also only one cons is there of weight  management.
"
4092,"  Same issue no proper camera no sound people not able to hear properUseless dont want now
"
4093,"  Phone performance slower on day 1Samsung need to improve phone's performance speed
"
4094,"  Battery life is impressive, finger print reader works fine. Another fine product from Samsung.
"
4095,"  Camera ✔Battery life ✔Processor ✔Protection ✔
"
4096,"  nice brand good camera quality super
"
4097,"  All In one
"
4098,"  Bad display. 7 years relation ship with my old samsung phone. But new samsung m12  is bad display. Bad camera. 😰😰😰😰😰
"
4099,"  Camera pictures not much sharp or clear and audio is also not much loud and crystal clear when listening music.
"
4100,"  Camera quality  Very GoodBattery  life 10/10Camera10/10Display  9/10Processor Also good
"
4101,"  I'm first time using the Samsung mobile M12 phone, mobile working,battery &mobile phone everything is good 👍👌
"
4102,"  With good features like camera 48 mega pixel....4gb ram & 64 gb internal memory... Battery back up 👌....
"
4103,"  Phone is too thick and I dint like the phone, Amazon refused to return and refund. Worst experience with Amazon
"
4104,"  Extremely disappointed with ghost images and videos, it's like without any colors; pure black and white videos.
"
4105,"  Average phone for reasonable price. Cam quality is poor Nd not good for gaming
"
4106,"  M12 front camera is very bad
"
4107,"  Just received phone and disappointed this Samsung loss trustworthy....
"
4108,"  Not received earphones as earlier use to receive Earphones with samsung mobile.. Upset with it
"
4109,"  Camera quality is very poor.. very disappointed.. i will not purchase Samsung phone again in my life..
"
4110,"  Phone is very thick and heavyCamera is poorNothing is worth of 12kIt’s below average
"
4111,"  While call is connected, even though I have fully 4g network coming, but voice always breaks and lags.
"
4112,"  This phone is like the complete package...except it's weight... little heavy because of 6000mah batt..
"
4113,"  Very good item . battery life is very good
"
4114,"  Its been 3 weeks and I would say just osmm
"
4115,"  Battery backup good
"
4116,"  📷 very bad kwality
"
4117,"  Good for money
"
4118,"  Battery is amazing but gaming is impossible in this best for watching movies and media consumption
"
4119,"  Battery life is awesome, camera quality according to me is not up to the mark(But better than others).
"
4120,"  Gifted to my wife, very happy with performance & design
"
4121,"  Battery  very slow  charging
"
4122,"  Not slimCamara not goodBut overall product is good
"
4123,"  Best in it's  category. I am so happy  for buying this mobile.
"
4124,"  Nice colour...battery life is superb....good quality camera...
"
