,review
2666,"  Automatically often mobile is switching off
"
2667,"  Good phone, but the camera is not very good
"
2668,"                    The media could not be loaded.
"
2669,"                
"
2670,"  Good mobile, camera quilty is average
"
2671,"  Mobile view is perfect but not inside
"
2672,"  Top quality
"
2673,"  Overall ok but camera quality not up to the mark.
"
2674,"  all functions are very good expt camera  features
"
2675,"  Quality is very good, nice look, performance high
"
2676,"  Very worst mobileMy total money 🗑️🗑️🚮I can't return, last unboxingAll rotation sensor not working
"
2677,"  Really very wonderful...worth for money and this is a best phone for online classes...the battery backup is amazing...
"
2678,"  So beautiful cell which I got from amazon.in ....I ever great full to Amazon.
"
2679,"  Good picture quality.. handy slim trim phone love it.. battery backup is good
"
2680,"  Battery is good, the built and finishing is good, but the display is okk okk.
"
2681,"  all good phone nice battery performance average camera nice touch sensitivity
"
2682,"  I it very good product. The length of the Usb Cable is too short., 🤞
"
2683,"  V v good
"
2684,"  Mobile Phone did not switch on after insert second Sim card.N. VetriselvanPuducherry
"
2685,"  Nice mobile mobile beautiful mobileJitna price utna mein camera quality bahut achcha hai fracelet bhi achcha hai
"
2686,"  Camera quality is below expectation. Considering the price,others features like Battery life,Display quality are good.
"
2687,"  I have noticed that it takes too much of time to charge fully. It takes almost 3hrs to charge the phone from 0 to 100.
"
2688,"  Some time audio playback stoppes when it's locked and some times phone rings and no button to answer the calk
"
2689,"  Nice product I'm using from 3 days camera quality is not good otherwise all performance is good in normal use
"
2690,"  Don't buy this product. No return policyAfter gone return policy date it's Mike did not working nicely.
"
2691,"  Good one 👌 like it especially battery life.Camera quality not good.Budget smartphone money worth
"
2692,"  Handset had not been given in the box
"
2693,"  I'll Honestly Recommend To You For Buy This Mobile ::::)))))))
"
2694,"  Guys please don't purchases it camera quality is very poor and much havey in wait and not good quality in screen...
"
2695,"  Everything is fine but i felt while charging sometimes it gets heated
"
2696,"  Good quality
"
2697,"  Phone is good but camera is not good
"
2698,"  It's not at all worth to buy bcoz I got some refurnised phone & touch screen is not working properly
"
2699,"  Good product for beginners only problem is about camera.. Like its a worst camera..rather than all thing is perfect..
"
2700,"  It's a very good mobile it's camera and battery life is so good and mobile display and finger print sensor is so good
"
2701,"  Packing and phone for use is too good. It's Very reasonable price. I m satisfied. Thank u amazon and thank u redmi9🙏
"
2702,"  I got the best but battery life is not to my expectations it's like 3000 mah
"
2703,"                    The media could not be loaded.
"
2704,"                
"
2705,"   Stones and paper received in phone box.
"
2706,"  Look amazing,good product
"
2707,"  Phone slow and hang  camera quality bad maine kharid galti kar di aisa lag raha hai 3 sal purana phone chala raha hon
"
2708,"  Replacement is not availableCamera quality is badWastes of money
"
2709,"  Nice phone.... I just love it.
"
2710,"  very bad phone want to replace
"
2711,"  Product is good
"
2712,"  just buy ... ok for money
"
2713,"  Battery life was good but camera is very bad don't buy it if you are looking for camera mobile..Worst camera
"
2714,"  Nice phone value for money
"
2715,"  Good device
"
2716,"  Wifi connectivity getting disconnected again and again I think i have received faulty mobile please check and replace
"
2717,"  Battery 5/5* camera quality 3/5*value for money 4/5*
"
2718,"  phone looks good works fine. I bought for my mom for a moderate use.
"
2719,"  Purchased just two months ago. Too early to review. But user experience is good till today.
"
2720,"  Good experience
"
2721,"  Don't buy this... Camera, mobile clarity is too low...
"
2722,"  Not good like Samsung below 10k mobile phones, worst camera quality, it's not a HD display.
"
2723,"  Good battery life. Worth for the price.
"
2724,"  I have paid but received defected product.. It's not in good control.. Even facing so many trouble to replacement and refund.. Delivery team giving trouble to me.
"
2725,"  Usb adaptor not working only 1 months in useMobile hang ho raha haiBattery 🔋 charge one hour chalta hai
"
2726,"  camera quality is not as good as they presented 😔.. this phone is not for clicking good pictures📸
"
2727,"  Very bad quality phone also sound quality Very bad I'm not happy wast money
"
2728,"  Very nice products
"
2729,"  It is totally dammaged in 2 month
"
2730,"  Nice mobile, i loved it.
"
2731,"  Budget super mobile
"
2732,"  Worthfull product👍
"
2733,"  Like big screen. Camera qlty better for me. Battery 2 day once recharge. Finger print not set. Hence not known well.
"
2734,"  I bought new phone but map is not working proper in this phone. Navigation is not properly work. Thirds class phone.
"
2735,"  Nice phone
"
2736,"  U r very well Desirous to have feed back but u dont bother to provide details of item u load on ur site!!!!
"
2737,"  I purchased this mobile in Nov 2020 and now its touch is not working properly. I want to claim my warrenty.
"
2738,"  Did not expect such basic issue on Amazon phone. Previous buys have been good but this issue is a headache.
"
2739,"  I didn't like camera quality basically took for my mom but I still would suggest redmi 7 pro then this cell
"
2740,"  Awesome product ,long life battery but camera quality is not so gud i am very happy with this mobile
"
2741,"  finger print is so smaller 🤣
"
2742,"  Camera and performance is bad
"
2743,"  मस्त फोन ह र ले लो कोई सिकायेत नहीं
"
2744,"                    The media could not be loaded.
"
2745,"                
"
2746,"   Not to get return phone, customer is suffering to you
"
2747,"  Camera is not good, video quality while video call is fuzzy,
"
2748,"  Front camara so poorBack camra not good photo is blurr
"
2749,"  The phone color is not as same shown in amazon photo images.
"
2750,"  Nice phone
"
2751,"  Value for money....
"
2752,"  Product good but no accessories especially back cover , very difficult to find in outside.
"
2753,"  Camera is good at this price. Don't expect more than this in 9k. Overall good produ by Mi.
"
2754,"  Phone is very beautiful and light weight, features are very good, battery life is awesome.
"
2755,"  Ita not even in a month already display is not working suddenly display went blank
"
2756,"  Too good phone
"
2757,"  Basic model i would say. Not at all good
"
2758,"  Batery not ok and products return policy also not as per guideline . After taking this product you can't return it.
"
2759,"  Best in the segment. I bought 2 phones in 6 months. Amazing & handy phoneBest under 10000 Rs, 4GB phone
"
2760,"  the mobile until now ok but now mobile net signal showing up not working all wattapp and imo every thing pls replay
"
2761,"  Redmi 9 mobile automatically operating without my permission,, don't by this mobile,,,so many problems this phone📱
"
2762,"  Camera quality iss not so goood.as I have expected.. Bt.... According to priece it's nice.. Phone!
"
2763,"  Finger print, my finger does not accept this phone battery is very good and camera quality is nice
"
2764,"  Fingerprint is too small.Sound of speaker is not up to the mark.Other things are good.
"
2765,"  I bought this phone as it's giving good features in low price...I gifted this to my sister in-law.
"
2766,"  Good productsIhave use mobile lest 3 year his no complanIs value for money
"
2767,"  All well but back up is not good
"
2768,"  Must buy to everyone but cost is too high right now. Delivery boy was very humble person..
"
2769,"  Somewhat okay. Screen is large so easy to use.
"
2770,"  Nice product and cheap then market
"
2771,"  Camera and sound are bad
"
2772,"  Everthing is on average as compair price
"
2773,"  Except camera..all good
"
2774,"  Nice products u can buy
"
2775,"  Mobile quality is very best
"
2776,"  Working👨‍💻 well, battery and mobile look and speed good, but camar quality is not upto the mark.
"
2777,"  Battery life worst
"
2778,"  Very good productu
"
2779,"  Very good
"
2780,"  Very good
"
2781,"  Good phone in 9000/- Its really Nice phoneI Think Everyone should bye This Phone If Budget Is 9000👍
"
2782,"  If product price is 9999 and how come u keep offer worth 10000 do u want to pay more money to get discount
"
2783,"  It's been a week, so far so good 👍 good buy for this price
"
2784,"  No heating issue, good touch response at reasonable prices but it is missing the Redmi flagship IR blaster
"
2785,"  Very nice mob
"
2786,"  Average phone
"
2787,"  Budget mobile
"
2788,"  I didn't like the camera ,but overall phone is good for basic use.
"
2789,"  It's been 2 months using this mobile ... It was nice
"
2790,"  Below average product.  Please go some other option.
"
2791,"  New and good by storage. Easy handle. Battery🔋 backup is good. , but some featured in this phone is really good
"
2792,"  Worth of price !!Good specs good battery backupCamera quality was were decent
"
2793,"  I like its camera functioning and its user friendly to use.
"
2794,"  Camera quality is not good as well as Amazon does not accept return. Buy from other websites which accept returns.
"
2795,"  Nice but processor is not strong the mobile lags within continues use of 1 hr...but at this price range it is good
"
2796,"  Redmi 9 mobile device not buy
"
2797,"  Wrust product in lowest price but camera quality low
"
2798,"  Not as per satisfaction
"
2799,"  I bought this for my dad. He liked it. I believe this is a phone worth the money invested
"
2800,"  Overall phone performance is slow. What's app call doesn't work properly.
"
2801,"  Amazing featuresI impressed for quality
"
2802,"  Cheap Product... Please Do not buy it ... Device started lagging within 4 days....No heavy Useage still lag.... :(
"
2803,"  I like all features but sound quality is very bad and very low. Even if you on your speaker then also sound is low
"
2804,"  Phone is hanging a lot and also finger print is not working properly. Camera quality is also poor
"
2805,"  Note good mobile phone
"
2806,"  Good Phone, works well
"
2807,"  Features are good
"
2808,"  Good mobile phone
"
2809,"  I rated not for the phoneI purchased phone after 3days there is offer on I want my different amount
"
2810,"  Battey life,  camera quality and camera qulaity is just ok not good ...other than phone in this range....
"
2811,"  Amazing product
"
2812,"  Super product in this price
"
2813,"  Sound quality very low
"
2814,"  Nice smartphone
"
2815,"  budget phone
"
2816,"  Screen size and battery life is good, but software issue is there
"
2817,"  Really disappointed. Worst picture quality and not user friendly.
"
2818,"  Good product
"
2819,"  Has worst phone of this range....with fake claims from @Amazon as well as from @Redmi...
"
2820,"  Good phone at a great price
"
2821,"  Average phone with not much good camera and expected more battery life than this
"
2822,"                    The media could not be loaded.
"
2823,"                
"
2824,"   Like very much
"
2825,"  Today I received Redmi9 sky Blue , 4GB RAM 64GB Storage phone. But no screen guard & back cover in the phone box.
"
2826,"  Worst camera quality. Performance wise not at all satisfactory. Brand new Phone is getting hang.
"
2827,"  The camera does not have a watermark There is no facility to take photos with fingerprint sensor
"
2828,"  Nice product
"
2829,"  Phone is quite slow for it's specifications and at times hangs and need restart. No notification indicator is great disadvantage
"
2830,"  The mobile gets hot very quickly.  The battery doesn't last at all.  Will end very soon.
"
2831,"  Nt good mob very hung camera nt clear I'm nt happy this mob plz change other mob
"
2832,"  Good phone but camera is average
"
2833,"  Mi mobile phone is better futures, battery &camera quality is super.....
"
2834,"  Good productNo damagesOn time deliveryAffordable range
"
2835,"  Every thing is good but in night camera quality is very poor but there is no  mobile cover with mobile in the box
"
2836,"  Camera is bad and there is only one band is avaible 2ghz 5ghz band not availble  really very disappointed with it
"
2837,"  Like fingerprint and battery life also super
"
2838,"  Good phone but the camera quality is bit low
"
2839,"  Not working from the first day
"
2840,"  The product is okey in this range
"
2841,"  Mobile is not working fast even though RAM is 4 GB, something is wrong,  I want to change it if possible
"
2842,"  Worst product ever display is not working properly phone is hang while using in just 2 days don't buy it
"
2843,"  Handy product ..camera quality is not good but at this price i don't we can ask for much specifications.
"
2844,"  Camera is medium
"
2845,"  Good and usefull
"
2846,"  Nice mobile with good camera with good display with bigger battery life.
"
2847,"  Phone is dummy, its really a toy. Don't cheat. Please return this phone.
"
2848,"  Shandar Zabardast Jindabad
"
2849,"  Picture quality is not so good may be due to poor sensors
"
2850,"  But this product, value for money and it's look very nice
"
2851,"  Everything is perfect in this mobile in the given price range. Just camera quality is not at that level.
"
2852,"  All good so much
"
2853,"  Camera quality is not as 13 mega pixel . Camera quality is poor.
"
2854,"  Good Mobile
"
2855,"  Not buy this phone network problem and phone is hanging finger print not working proper
"
2856,"  Bettery life very good, camera also nice nd screen quality too very nice.Totally very good handset😍
"
2857,"  This phone have hanging problem. Fingerprint good support. Battery life not bad. And camera quality is not good.
"
2858,"  very nice product love it
"
2859,"  Due to facing some technical problems there for I want return this product. Hope you consider.
"
2860,"  Split screen is not working.  Also space button is not working during contact saving / editing.
"
2861,"  Fingerprint reader is tooo good👍..battery is awesome 🔋...camera quality normal
"
2862,"  My box didn't contain warranty card or user guide why so???? As it is clearly mentioned that box will contain it
"
2863,"  Nice phone but need some updates like camera, looks and battery also...
"
2864,"  Camera is worse
"
2865,"  Bad phone hang daily please don't buy this phone 😡 and camera quality very very poor 👎
"
2866,"  Mobile or charger both heating or camera quality very bad or OTG NOT SUPPORT.don't buy a mobil.
"
2867,"  I was a fan of redmi phones but now a days realme is far better than redmi phones
"
2868,"  The battery life of the phone is good... Good fingerprint reader ... Camera quality is better ....
"
2869,"                    The media could not be loaded.
"
2870,"                
"
2871,"   Camera quality is very bedAnd battery performance not good and 1 camera  working in this mobile
"
2872,"  Fornt camera quality not only best' , fingerprint is quick unlocked, battery 5000mh 🆗👍
"
2873,"  Very good product. But the camera quality is very bad. Otherwise it's a good product👍
"
2874,"  Bought recently, worth of money, really loved it.
"
2875,"  Good phone
"
2876,"  After Ten Day , Mobile Doesn't Work , I have to take to the service center , then they service it & return it..
"
2877,"  Camera quality cheapAnd return is hecticNo proper responseAnd refund option is not at all the
"
2878,"  All spec are good good battery good processing speed but charging is slow and camera has not very good quality.
"
2879,"  battery is much better to other
"
2880,"  I like more features but sometimes it will hang the phone apps and some glitch
"
2881,"  It took it for my in laws where they were looking for basic mobile. It was good one and liked it
"
2882,"  Good for daily use, but not recommended for gamers and bloggers
"
2883,"  Good mobile for this price and worth
"
2884,"  Finger print reader taking more time
"
2885,"  #mi #redmi9 this phone so amazing in all departments so i love this phoneThis phone beat all budget phone
"
2886,"  Amazon Service is good, I have purchased the reason is Amazon Service.
"
2887,"  I like it....of performance  but gps navigation not working properly..
"
2888,"  Good product. Worth the price.
"
2889,"  camera quality should enhanced
"
2890,"  Dont buy , it has wrost camera
"
2891,"  My grand daughter is happy to accept my gifted Redmi mobile. It is nice in overall performance
"
2892,"  I liked this phone a phone with fingerprint sensor at this rate,the best phone ever in this rate😌❤️❤️
"
2893,"  Phone was dead aftrr a week, not charging anymore...Don't buy from this vendor. Never ever
"
2894,"  IN DAY & NIGHT  CAMERA 📸 QUALITY  NOT AT ALL GOOD BAD CAMERA QUALITY HELP &CHANGE IT PHONE PLEASE BAD
"
2895,"  Camera is worst from all redmi series, my suggestion is not to buy this. No IR senser. Waste of money.
"
2896,"  Camera is front and back not same expected
"
2897,"  Everything is ok but front camera is worst
"
2898,"  Camera is very bad.
"
2899,"  I like the👍💯
"
2900,"  Good product..
"
2901,"  It's Sound quality is not good, on top level of sound it feel like vibration sound or speaker damaged.
"
2902,"  very nice phone with big screen
"
2903,"  It's okay to use it
"
2904,"  Budget wise ok
"
2905,"  IR BLASTER IS MISSION AND SHOULD HAVE HAD A USB-C TYPE CHARGER
"
2906,"  Great mobile under 8k and good for gaming. This mobile not those who are camera lover
"
2907,"  It works fast and has decent look and features. Although I got it on offer so it was best in that price range!
"
2908,"  Got snatched next dayPhone was good though
"
2909,"  One of the best devices at this price. Go for it
"
2910,"  Camera quality averageOnly one camera work
"
2911,"  Good battery life
"
2912,"  Worst product I’ve ever used it. Please please please don’t buy or prefer it.
"
2913,"  Excellent
"
2914,"  Excellent
"
2915,"  Very good
"
2916,"  Very nice
"
2917,"  There is no screen split option in the phone so it is my advice to not to purchase this phone
"
2918,"  Touch Screen is not  Functioning Properly Sometimes...i.e Hang...Verry Bad the phone in this price
"
2919,"  Camera is bad quality, charging taking much time
"
2920,"  Phone hangs a lot. Sometimes problem with touch which was resolved after a restart. Not worth buying.
"
2921,"  Took a picture from my phone. Checkout......
"
2922,"  Amount which we have paid it is worthful for the money  , having features like finger print is useful
"
2923,"  If you want a phone, with minimal function and less expectation. This phone is good for you at 8500/-
"
2924,"  Good Android phone with competitive price
"
2925,"  REALY AWESOME.....
"
2926,"  Sound is very less
"
2927,"  Best mobile for budget. No complaints , recieved the product as mentioned.Only thing is with brightness not suitable for sunny day.
"
2928,"  Nice mobile
"
2929,"  Very good condition important is use fast
"
2930,"  Very nice phone. Nice product.
"
2931,"  Good phone in this range but camera is not up to mark.
"
2932,"  Hardware quality has deteriorated over last few years.
"
2933,"  like it more its looks wonderful mobile with bule color thank you once Amazon for selection help with product
"
2934,"  Finger print reader is the new feature and is good. Battery life is also good camera is good but a little bit
"
2935,"  Waste phone i have buyed ever, camara not working properly, phone is getting lagging
"
2936,"  Everything is perfect but the camera quality is not up to the mark...it's very poor.
"
2937,"  Good phone in this budget with good camera sound and battery.
"
2938,"  Grab it ! it's simply the best mobile phone I have ever owned at this price.
"
2939,"  Camera quality, camera options are so few even after having multiple cameras
"
2940,"  Find more, other options available in market now and better than this mobile
"
2941,"  Everything is good. Nice product. Butcamera quality is of medium level
"
2942,"  Really worst,Got device and within a week Facing heating issue .
"
2943,"  Have a good and cheap price phone in the budget Redmi 9 sky 4GB RAM 64GB.trusted product
"
2944,"  Loved it
"
2945,"  Good....
"
2946,"  Super nice
"
2947,"  Very good phone in thise price.... Amazon delivery is very fast.... It's value for money....
"
2948,"  Good phone under 10K. Charger should be of C type instead of old one
"
2949,"  Today 13th Nov , my phone screen off and it's not working , whom I have to show and replace the item
"
2950,"  I like this product and it's battery life is good camera quality is not very good and not very poor.
"
2951,"  Camera pictures for not good
"
2952,"  Camera not up to the mark....
"
2953,"  Good battery, camera, and screen quality
"
2954,"  Everything is so good .....as paid money
"
2955,"  Worst camera dont expect 13 mp camera .its like VGA camera. Performance and quality not ok touch problem
"
2956,"  Good mobile phone
"
2957,"  mobile ka speaker awaz kar rha h or vedio m thik nhi chal rhi h iske liye kaise kya hoga btayen hume
"
2958,"  Good Product
"
2959,"  Iike product
"
2960,"  👍best phone
"
2961,"  Good product
"
2962,"  Good quality
"
2963,"  Good quality
"
2964,"  The product is very nice and excellent. 👍👍
"
2965,"  🔥🔥Bt not gave transparent pouch cover..
"
2966,"  Camera quality is not good otherwise overall it is ok
"
2967,"  All good except camera
"
2968,"  Good mobile phone in range of under 9k. Now working good & camera quality average & battary backup also good
"
2969,"  Ghatiya hai screen nahi kam karta hai isaki prosesing sistam kharab hai😔😔😔😔😔😔
"
2970,"  Camera quality is not good, when I asked for return, I had fought for it, then refunded amt in a pay
"
2971,"  This mobile has no notification light, and it dousnt compass
"
2972,"  its worth it
"
2973,"  Good product
"
2974,"  As expected. Product is nice. Value for money.
"
2975,"  Good one considering this price price range...
"
2976,"  In this price segment feels like premium phone
"
2977,"  Decent phone but camera is not great that we expected rather than that other thing is good.
"
2978,"  Average quality and performance. Overall feedback seems poor in terms of users friendly ui.
"
2979,"  Yeah good one but we have not recuev d any cover which is usually given. But despite this the phone is good.
"
2980,"  Very nice
"
2981,"  Battery backup is really nice and decent photo quantity nfrom front side back camera setup is good.
"
2982,"  Good phone in this amount, but camera quality is not up to the mark
"
2983,"  Overall good nodoubt
"
2984,"  Design is too good, battery life is as expected and screen quality is far better from another phone
"
2985,"  When we get call unable to connect and not able to lift the call..And unable to open any site
"
2986,"  Battery not working ,, mobile hanging problemSeller was froud , very bed experience ...
"
2987,"  Bad performance in gaming
"
2988,"  Sab theek hai chal raha hai badhiya hai
"
2989,"  Not download My Bill
"
2990,"  Headset port in not working and volume baten is not work.. Mi 9 case and temper class low prices offers send
"
2991,"  Good product with 4gb ram... Want camera and fast charging ? Buy Redmi 9 Prime with extra ₹1000
"
2992,"  Great product but camera is not to good
"
2993,"  Battery life is ok but camera quality is not good and everything else is all  right. According to the money
"
2994,"  Phone is good in its range except charging. Charging is extremely slow. Camera is ok. Battery life is good.
"
2995,"  Phone is good, no complaint, no problem with product
"
2996,"  Camera quality is low
"
2997,"  It's really good productThanks to Amazon wonderful serviceOf delivery.
"
2998,"  Best Mobile phone MI REDMI 9 4GB 64 GB Batry Backup is good
"
2999,"  Camera quality are very bad 👎Very hanging this phone
"
3000,"  The mobile is automatically restarting.Waste of money
"
3001,"  I never seen like this camera qualityTooo worst don't buy this phone
"
3002,"  Very good touch baseCamera clarity is goodBattery life not bad
"
3003,"  Average.... Got pretty lesser than what I expected... But yes jitni cost utni performance.
"
3004,"  It's a good gaming phone the camera quality is a downside but the battery is very reliable
"
3005,"                    The media could not be loaded.
"
3006,"                
"
3007,"   My phone is restarting again and again...And didn't even got support from the official mail of redmi
"
3008,"  Always reviewing camera & Display is very low quality..ya Acceptable one.. Know believe negative reviews...
"
3009,"  Weaste of money, bad service, no quality, technical team says lie, lock, brightness improper, KACHHUA PLONE
"
3010,"  Battery life , finger print sensor very good.
"
3011,"  Storage is good but camera quality is average
"
3012,"  Everything is fine except the camera. If anyone wants good quality picture, then dont go for this.
"
3013,"  Mobile is nice... battery life is good and nice holding in my hand
"
3014,"  as per price its a good product.
"
3015,"  Redmi 9 this phone cemra quality Low but bettry pickup is excellent 5000 mah 3daysGaming time 2 hours but selfi cemra quality Low
"
3016,"  Value for money good phone
"
3017,"  Mobile and mobile battery so long life
"
3018,"                    The media could not be loaded.
"
3019,"                
"
3020,"   Good but very sorry to say that very late recd making order. It should take time 2/3.
"
3021,"  This is the gift , As per the price Camera quality is very low. Its not Indian product its totally China product.
"
3022,"  Good Phone
"
3023,"  Good Phone
"
3024,"  So super
"
3025,"  First of all it is excellent and value for money it has better processor, better battery life also #milove
"
3026,"  Amazing but the camera quality is average not SO good not SO bad will recommend the aporty orange color 👍
"
3027,"  worst of money , processor and camera quality is very poor. i think camera was better in my keypad phone .
"
3028,"  Don't expect good camera, all other things are good
"
3029,"                    The media could not be loaded.
"
3030,"                
"
3031,"   ok best
"
3032,"  Phone getting hanging after 15days...touch  not working properly ..waste of money
"
3033,"  Wow great phone camera is super and battery is very good I am so happy this phone
"
3034,"  Good Product for use
"
3035,"  Really awesome colour and design in the price
"
3036,"  Super and adhurs phone chala chala baagundi thank u amazon
"
3037,"  Awesome product but camera not good.after zooming to 3x photo gets blurry
"
3038,"  Overall Awesome experience and Feel better Mobile of the range of Price .
"
3039,"  It's too bad and I suggest you that never buy this. Over all some accessories are missing
"
3040,"  Avarage camara andBest battery 🔋 backupTotally value for this mobile segment
"
3041,"  batter lasts almost 2 days with moderate use. overall good phone in this budget (Rs 9000)
"
3042,"  screen touch not working and charger missing
"
3043,"  Excellent ProductValue for money
"
3044,"  Everything is good except camera..its not upto mark
"
3045,"  Bad product very badAmazon doesn't receive calls and the battery is bad.Don't buy this product
"
3046,"  Value for money. Battery life is good.
"
3047,"  Fully budget phone
"
3048,"  Best shopping ever.. Giving review of this product after i think 6 months or more may be.
"
3049,"  must buy at good fine bugget.camera little poor.but phone is good..overall 8/10
"
3050,"  Camera quality is not as said 13MP. Its like 2MP, if possible give update and solve camera issue.
"
3051,"  Video clarity very poor,sound very poor,sound not clear,very cheap phone,and price 8900 very high
"
3052,"                    The media could not be loaded.
"
3053,"                
"
3054,"  Keypad not working... Touch screen not effective, no input..Replacement done.. Working perfect..
"
3055,"  As expected....Very good product from company.Amazing mobile in budget
"
3056,"  Very good mobile and also price
"
3057,"  Nice mobile in this price
"
3058,"  Camera not good
"
3059,"  Nice seller. Good packing
"
3060,"  nice phone at- 8100
"
3061,"  Good deal for amazon only
"
3062,"  Camera needs to be better
"
3063,"  Best Budget phone in this price range
"
3064,"  Phone quality is good however it's getting hanged within 6 months
"
3065,"  Some time hang after two months
"
3066,"  Awesome phone budget phone #Mi
"
3067,"  If you are looking for a Daily use multipurpose budget phone * not a high gaming phone, then go for it...
"
3068,"  Battery life is good, camera quality is also good😊.earphone is not available with this mobile Redmi 9 😐
"
3069,"  Very poor
"
3070,"  I love Redmi and this budget model is perfect.
"
3071,"  Best phone
"
3072,"  Even some times play store does not show anything.
"
3073,"  Everything is good but camera quality is very poor
"
3074,"  Value of money but camera quality is not satisfied
"
3075,"  proplem with the show off of triple camera but this mobile have only dual camera
"
3076,"  Good product in the rate butDon't have ir remote andMagnetic compass
"
3077,"  Very good product, battery life 👌 Camera quality very good. Very worthy product
"
3078,"  Contact search very slow if want to search sometimes taking time.camera is not good.wastage of money donot buy this product.
"
3079,"  Like it Redmi Phone
"
3080,"  Display size bigger
"
3081,"  Overall Good product.Keep always in safe mode because it's outer glass is fragile.
"
3082,"  Its worthfull.
"
3083,"  Nice mobile in this price
"
3084,"  Overall good basic phone for parents.... Got it for 7999 in the sale....
"
3085,"  Totally money worth don't buy this mobile camera quality very poor
"
3086,"  Battery performance is very bad. Camera quality is not good. Processor is very slow. Don't buy this phone
"
3087,"  Veer good
"
3088,"  Very bad product, hanging, please don't buy
"
3089,"  Camera shows blurr pics. Not upto the mark quality
"
3090,"  Mobile is ok.. Camera is very worst..  Nokia 5mb cam is Better quality than this.. Bad quality camera 🖕👎
"
3091,"  Fake Product issue in call connectivity purchased on 27th October and no support from any customer care for this
"
3092,"  My Exchange mobile not accepted even no scratch and working condition mobile so I returned this.
"
3093,"  Product is really good.As usual Mi is always a best Brand.
"
3094,"  Processor is slow. It takes time while search and opening applications
"
3095,"  Redmi mobiles never hangaed  and  functions run very easy.....
"
3096,"  Ok for the price offered
"
3097,"  camera quality is medium
"
3098,"  Superb item.....must buy
"
3099,"  Good phone on this price
"
3100,"  Good for money
"
3101,"  phone is good, but only mobile heating problem hope this will get resolved with the new upcoming update.
"
3102,"  A very good phone , but lacks the game booster app , which is not good , but overall functions fantastic
"
3103,"  Camera qulaittis very poorBattery is goodAmazon service is good but product is not as good .
"
3104,"  Display Quality is so poor !!Charger in box is of so inferior quality !!I think I wasted 10k
"
3105,"  All are good ...but Camera quality and picture quality is verybad... mobile out side view is beautiful .
"
3106,"  Battery is somewhat ok...but it's not too good comparing with other phones as it is 5000 mah it's okk...
"
3107,"  Must buy
"
3108,"  Nice smart phone in this price range. I bought two for my family members. Thank you.
"
3109,"  Volume key malfunctioning when in use. Asking to reboot due to continues press.
"
3110,"  Within fifteen days of use, a red line appeared in the middle of the screen. Returning.
"
3111,"  My camera doesn't work when in video mode and it hangs after recording.
"
3112,"  Fingerprint reader is very fast and smooth...Battery is also good..Camera is not very good..
"
3113,"  Am very fan of redmi mobiles am using redmi note 10 pro Max and am used all redmi note 5 to note pro Max
"
3114,"                    The media could not be loaded.
"
3115,"                
"
3116,"   Hi...... Friends One Of Tha best Product MI Company Super........
"
3117,"  Battery life is good  bt camera quality not good you tub video quality not good
"
3118,"  It don't have type c charger
"
3119,"  Amazing batery but phone has heating isshu
"
3120,"  Mobile is good I like it. I by two pic now
"
3121,"  This mobile is excellent in every respect. For a normal user, it does what one needs.
"
3122,"  In budget deal got for 7500
"
3123,"  Bought this phone for my daddy, he his very happy
"
3124,"  Phone is actually very good .I'm happy to use this phone ,battery life is really good .
"
3125,"  Dear Amazon this is working slove, Not clear of cam, Overall this phone performance is Average.
"
3126,"  Very attractive as per price with configaration. Best in class and value for money smart phone.
"
3127,"  I bought it for my mother in low... She is very happy...
"
3128,"  Its good
"
3129,"  as per price product mot good . and camera result is very poor.
"
3130,"  A perfect item in budget.
"
3131,"  Camera quality is not up to the mark otherwise it's good in this price segment. Definately buy.
"
3132,"                    The media could not be loaded.
"
3133,"                
"
3134,"   I got this MI phone today only and u can see the situation nw
"
3135,"  Good product good buy for 9kDelivered on time
"
3136,"  The camera quality is as usual for Mi phones.. never upto the markElse mobile is value for money.
"
3137,"  Package all was good , but when I started the device there was line on display. It was defective phone.
"
3138,"  Bad quality productSpeaker not work wellHuge problem in music player due to speaker issues.
"
3139,"  Bought the phone for my parents.  The features and the price are balanced. Good phone. Timely delivery.
"
3140,"  Very nice product in this prize by Redmi.Cemera and battery is good.Screen quality is best.
"
3141,"  Battery life and camera quality is too good but as compare to Samsung keyboard is not much good quality
"
3142,"  Nice product
"
3143,"  Nice product
"
3144,"  Nice  Choice..its a good piece
"
3145,"  Fingerprint reader, battry life and camera quality is better acording to price
"
3146,"  super and wonderful .. value for money and good quality ..... i am very happy with product
"
3147,"  Don't buy this phone. Cheap quality
"
3148,"  Its not worth of money if you are purchasing it for Camera with low budget.  Its worst
"
3149,"  I am booked Redmi9 and received 07/09/21, I have open the box I m shocked No Back Cover no screen Guard
"
3150,"  This product is very very good and usefulSo I  love this product
"
3151,"  Received a defective product. Returned for replacement.
"
3152,"  Camera quality poor but mob handling superb performance
"
3153,"  Good as per price
"
3154,"  It's good quality
"
3155,"  All is well 😊!
"
3156,"  Superb mobile and superb rate. Go for it.
"
3157,"  In this range this mobile is best to use.
"
3158,"  Camera is ok ok ..rest everything is good
"
3159,"  I like a all features & baittery life etc
"
3160,"  It got hanged after 2 months. I can say waste of money.
"
3161,"  I like it so much
"
3162,"  Excellent  working  no hanging problembest in best price
"
3163,"  Good one in this price range
"
3164,"  Phone speaker& mic verry bad
"
3165,"  Awesome 💯 Smart Phone
"
3166,"  In budget, best choice
"
